lv1,lv2,lvrel,att1,att2,attrel,tech1,tech2,techrel,n1,n2,nrel,wp1,wp2,wprel,y
2.0,6.0,0.33,216.0,675.0,0.32,1.0,3.0,0.33,1,1,1.0,1.8900000000000001,1.0,1.89,0.0
11.5,10.33,1.11,2134.5,1808.67,1.18,5.25,4.83,1.09,4,6,0.67,1.78,1.0,1.78,0.0
8.0,8.0,1.0,800.0,768.0,1.04,1.0,4.0,0.25,1,1,1.0,1.0,1.8399999999999999,0.54,0.0
13.0,13.0,1.0,2688.0,1890.0,1.42,6.0,1.0,6.0,1,1,1.0,1.0,1.0,1.0,1.0
12.0,7.0,1.71,2160.0,1080.0,2.0,5.0,4.0,1.25,1,1,1.0,1.0,1.0,1.0,1.0
5.0,15.0,0.33,500.0,2400.0,0.21,3.0,7.0,0.43,1,1,1.0,1.0,1.0,1.0,0.0
9.43,9.5,0.99,1613.57,1470.0,1.1,4.71,4.75,0.99,7,4,1.75,1.94,1.78,1.09,1.0
18.0,10.0,1.8,3920.0,1260.0,3.11,8.0,4.0,2.0,1,1,1.0,1.92,1.0,1.92,1.0
20.0,8.0,2.5,4851.0,840.0,5.78,9.0,4.0,2.25,1,1,1.0,1.8,1.0,1.8,1.0
4.0,12.0,0.33,384.0,2016.5,0.19,2.0,5.25,0.38,1,4,0.25,1.0,1.0,1.0,0.0
19.0,15.0,1.27,4200.0,3360.0,1.25,1.0,7.0,0.14,1,1,1.0,1.0,1.0,1.0,0.0
7.0,12.0,0.58,756.0,1440.0,0.53,4.0,1.0,4.0,1,1,1.0,1.0,1.0,1.0,0.0
13.33,6.75,1.97,2106.67,739.5,2.85,6.33,1.0,6.33,3,4,0.75,1.9,1.92,0.99,1.0
7.0,18.0,0.39,810.0,3600.0,0.23,4.0,8.0,0.5,1,1,1.0,1.0,1.0,1.0,0.0
14.0,12.33,1.14,2688.0,1845.33,1.46,6.0,5.33,1.13,1,3,0.33,1.0,1.0,1.0,0.0
11.25,10.0,1.12,1720.25,1830.5,0.94,5.0,4.62,1.08,8,8,1.0,1.9,1.8199999999999998,1.04,0.0
4.5,9.33,0.48,452.0,1401.67,0.32,2.25,4.67,0.48,4,6,0.67,1.0,1.0,1.0,0.0
8.0,10.33,0.77,648.0,1606.0,0.4,1.0,4.5,0.22,1,6,0.17,1.8900000000000001,1.9,0.99,0.0
11.0,20.0,0.55,1728.0,6480.0,0.27,5.0,9.0,0.56,1,1,1.0,1.0,1.0,1.0,0.0
5.0,16.0,0.31,500.0,2940.0,0.17,1.0,7.0,0.14,1,1,1.0,1.8,1.0,1.8,0.0
15.0,12.5,1.2,2592.0,2415.0,1.07,7.0,5.5,1.27,1,2,0.5,1.0,1.0,1.0,0.0
6.0,15.0,0.4,600.0,2268.0,0.26,3.0,1.0,3.0,1,1,1.0,1.0,1.0,1.0,0.0
3.0,19.0,0.16,320.0,5600.0,0.06,2.0,9.0,0.22,1,1,1.0,1.92,1.0,1.92,0.0
13.0,9.67,1.34,2205.0,1866.0,1.18,6.0,5.0,1.2,4,3,1.33,1.0,1.0,1.0,1.0
20.0,14.0,1.43,5040.0,2160.0,2.33,9.0,6.0,1.5,1,1,1.0,1.0,1.0,1.0,1.0
10.0,6.0,1.67,1176.0,600.0,1.96,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0
12.0,6.0,2.0,2159.0,837.33,2.58,5.5,3.0,1.83,6,3,2.0,1.92,1.8399999999999999,1.04,1.0
4.0,10.0,0.4,360.0,1120.0,0.32,2.0,4.0,0.5,1,1,1.0,1.0,1.0,1.0,0.0
11.5,16.0,0.72,2397.67,3453.33,0.69,5.5,7.33,0.75,6,3,2.0,2.15,1.0,2.15,1.0
19.0,15.0,1.27,4480.0,2970.0,1.51,9.0,7.0,1.29,1,1,1.0,1.0,1.0,1.0,1.0
13.0,1.0,13.0,1764.0,180.0,9.8,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0
18.0,3.0,6.0,3888.0,320.0,12.15,1.0,2.0,0.5,1,1,1.0,1.0,1.0,1.0,1.0
16.0,9.0,1.78,2695.0,1050.0,2.57,7.0,4.0,1.75,1,1,1.0,1.8199999999999998,1.8399999999999999,0.99,1.0
10.0,2.0,5.0,1000.0,225.0,4.44,4.0,1.0,4.0,1,1,1.0,1.0,1.0,1.0,1.0
9.0,20.0,0.45,1008.0,4095.0,0.25,4.0,9.0,0.44,1,1,1.0,1.8399999999999999,1.0,1.84,0.0
7.67,2.0,3.83,1148.67,240.0,4.79,1.0,1.5,0.67,3,2,1.5,1.0,1.0,1.0,1.0
10.5,10.17,1.03,2031.0,1555.0,1.31,5.0,4.83,1.04,2,6,0.33,1.97,1.0,1.97,0.0
13.67,9.5,1.44,3080.0,1428.0,2.16,6.67,4.5,1.48,3,6,0.5,1.76,1.0,1.76,0.0
13.0,5.0,2.6,2520.0,384.0,6.56,6.0,3.0,2.0,1,1,1.0,1.0,1.0,1.0,1.0
13.0,14.43,0.9,1960.0,2704.14,0.72,1.0,6.43,0.16,1,7,0.14,1.0,1.0,1.0,0.0
5.8,12.17,0.48,775.2,2593.0,0.3,3.0,5.67,0.53,5,6,0.83,1.76,1.97,0.89,0.0
17.0,14.0,1.21,4536.0,2940.0,1.54,8.0,6.0,1.33,1,1,1.0,1.0,1.0,1.0,1.0
11.0,15.0,0.73,1960.0,2520.0,0.78,5.0,7.0,0.71,1,1,1.0,1.77,1.0,1.77,0.0
14.5,6.43,2.26,3268.0,1046.86,3.12,6.5,3.14,2.07,8,7,1.14,1.78,2.09,0.85,1.0
7.0,9.0,0.78,540.0,1140.0,0.47,4.0,4.0,1.0,1,2,0.5,1.0,1.8900000000000001,0.53,0.0
4.0,15.6,0.26,375.0,2848.0,0.13,1.0,7.0,0.14,1,5,0.2,1.0,1.8900000000000001,0.53,0.0
9.5,10.0,0.95,1842.5,1498.17,1.23,4.5,1.0,4.5,6,6,1.0,1.0,1.9,0.53,1.0
10.0,11.0,0.91,1120.0,1050.0,1.07,1.0,5.0,0.2,1,1,1.0,1.0,1.0,1.0,0.0
17.0,15.14,1.12,3150.0,3131.14,1.01,1.0,7.0,0.14,1,7,0.14,1.0,1.0,1.0,0.0
13.88,9.67,1.44,2450.0,1348.0,1.82,1.0,4.33,0.23,8,3,2.67,1.9,1.0,1.9,1.0
18.0,6.67,2.7,3696.0,706.0,5.24,1.0,1.0,1.0,1,6,0.17,1.0,1.0,1.0,0.0
19.0,17.0,1.12,4410.0,3000.0,1.47,9.0,1.0,9.0,1,1,1.0,1.0,1.0,1.0,1.0
6.0,12.83,0.47,525.0,2467.5,0.21,3.0,1.0,3.0,1,6,0.17,1.0,1.0,1.0,0.0
2.0,7.0,0.29,240.0,720.0,0.33,1.0,4.0,0.25,1,1,1.0,1.0,1.0,1.0,0.0
17.0,12.4,1.37,3402.0,2163.0,1.57,1.0,6.0,0.17,1,5,0.2,1.0,1.8199999999999998,0.55,0.0
17.0,2.0,8.5,3328.0,240.0,13.87,8.0,1.0,8.0,1,1,1.0,1.0,1.0,1.0,1.0
10.0,9.67,1.03,1152.0,2095.17,0.55,1.0,4.67,0.21,1,6,0.17,1.0,1.0,1.0,0.0
16.0,13.0,1.23,3087.0,1890.0,1.63,1.0,6.0,0.17,1,1,1.0,1.8900000000000001,1.0,1.89,1.0
19.0,9.0,2.11,3960.0,1440.0,2.75,1.0,4.0,0.25,1,1,1.0,1.0,1.0,1.0,1.0
11.0,16.0,0.69,1728.0,3920.0,0.44,5.0,7.0,0.71,1,1,1.0,1.0,1.0,1.0,0.0
13.25,6.0,2.21,2406.0,903.0,2.66,5.75,3.0,1.92,4,2,2.0,1.0,1.92,0.52,1.0
17.0,8.0,2.12,4320.0,980.0,4.41,8.0,4.0,2.0,1,1,1.0,1.0,1.0,1.0,1.0
14.0,4.0,3.5,1584.0,400.0,3.96,6.0,2.0,3.0,1,1,1.0,1.9,1.0,1.9,1.0
3.0,12.67,0.24,288.0,2388.0,0.12,2.0,5.83,0.34,1,6,0.17,1.0,1.0,1.0,0.0
9.0,10.5,0.86,1392.0,1317.5,1.06,4.0,1.0,4.0,3,2,1.5,1.0,1.0,1.0,1.0
17.0,16.0,1.06,2730.0,3136.0,0.87,8.0,1.0,8.0,1,1,1.0,1.0,1.0,1.0,0.0
8.62,6.5,1.33,1486.75,801.75,1.85,4.12,3.0,1.37,8,4,2.0,1.0,1.0,1.0,1.0
6.0,8.0,0.75,540.0,840.0,0.64,3.0,1.0,3.0,1,1,1.0,1.0,1.0,1.0,0.0
14.0,11.0,1.27,2240.0,1920.0,1.17,6.0,5.0,1.2,1,1,1.0,1.8,1.0,1.8,1.0
4.0,10.17,0.39,400.0,2126.83,0.19,2.0,4.83,0.41,1,6,0.17,1.0,1.0,1.0,0.0
6.25,13.0,0.48,1036.5,2994.75,0.35,3.12,6.0,0.52,8,8,1.0,1.8399999999999999,1.0,1.84,0.0
13.0,10.38,1.25,2400.0,1970.75,1.22,6.0,4.88,1.23,1,8,0.12,1.0,2.1,0.48,0.0
12.12,9.5,1.28,1915.62,1922.5,1.0,1.0,4.5,0.22,8,4,2.0,1.76,1.9,0.93,1.0
3.0,12.0,0.25,300.0,2000.0,0.15,2.0,5.0,0.4,1,1,1.0,1.0,1.8,0.56,0.0
18.0,10.0,1.8,3600.0,1200.0,3.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0
15.0,5.0,3.0,2310.0,480.0,4.81,1.0,3.0,0.33,1,1,1.0,1.0,1.0,1.0,1.0
18.0,15.86,1.13,3920.0,3692.57,1.06,8.0,7.14,1.12,1,7,0.14,1.0,1.0,1.0,0.0
5.0,10.4,0.48,640.0,2276.8,0.28,3.0,4.8,0.62,1,5,0.2,1.0,1.76,0.57,0.0
10.0,13.5,0.74,1152.0,1873.0,0.62,4.0,1.0,4.0,1,2,0.5,1.0,1.0,1.0,0.0
6.67,11.29,0.59,1045.33,2196.71,0.48,3.33,5.29,0.63,3,7,0.43,1.0,1.0,1.0,0.0
16.0,19.0,0.84,3087.0,4480.0,0.69,7.0,9.0,0.78,1,1,1.0,1.0,1.0,1.0,1.0
7.0,19.0,0.37,672.0,4200.0,0.16,1.0,9.0,0.11,1,1,1.0,1.0,1.0,1.0,0.0
14.0,8.2,1.71,1980.0,1543.2,1.28,6.0,4.0,1.5,1,5,0.2,1.0,1.76,0.57,0.0
13.33,10.5,1.27,2635.0,1440.0,1.83,6.0,5.0,1.2,6,2,3.0,1.0,1.0,1.0,1.0
9.0,11.5,0.78,1400.0,2379.0,0.59,4.0,5.33,0.75,1,6,0.17,1.0,2.16,0.46,0.0
5.75,14.33,0.4,1143.0,2472.0,0.46,2.75,6.33,0.43,4,3,1.33,1.0,1.0,1.0,0.0
2.0,1.0,2.0,256.0,192.0,1.33,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0
11.0,14.0,0.79,1400.0,1728.0,0.81,5.0,1.0,5.0,1,1,1.0,1.0,1.92,0.52,0.0
14.0,10.0,1.4,1620.0,1710.0,0.95,6.0,1.0,6.0,1,4,0.25,1.0,2.13,0.47,0.0
16.0,11.71,1.37,2700.0,2358.43,1.14,7.0,5.57,1.26,1,7,0.14,1.0,1.0,1.0,0.0
1.0,1.0,1.0,192.0,180.0,1.07,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0
3.0,11.57,0.26,270.0,2287.57,0.12,2.0,5.43,0.37,1,7,0.14,1.0,1.8399999999999999,0.54,0.0
14.0,1.0,14.0,2100.0,180.0,11.67,6.0,1.0,6.0,1,1,1.0,1.0,1.0,1.0,1.0
8.0,3.0,2.67,840.0,288.0,2.92,4.0,2.0,2.0,1,1,1.0,1.0,1.0,1.0,1.0
9.0,9.0,1.0,1344.0,980.0,1.37,4.0,4.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0
1.0,15.0,0.07,180.0,2520.0,0.07,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.0
8.0,7.0,1.14,840.0,960.0,0.88,1.0,4.0,0.25,1,1,1.0,1.92,1.0,1.92,1.0
12.0,8.0,1.5,1400.0,945.0,1.48,1.0,4.0,0.25,1,1,1.0,1.0,1.0,1.0,0.0
12.0,10.38,1.16,2509.33,1552.38,1.62,5.5,4.62,1.19,6,8,0.75,2.2199999999999998,2.2,1.01,1.0
6.0,15.0,0.4,504.0,2520.0,0.2,3.0,7.0,0.43,1,1,1.0,1.0,1.8199999999999998,0.55,0.0
11.0,17.0,0.65,1960.0,4200.0,0.47,5.0,8.0,0.62,1,1,1.0,1.0,1.0,1.0,0.0
14.0,2.0,7.0,2160.0,240.0,9.0,6.0,1.0,6.0,1,1,1.0,1.0,1.0,1.0,1.0
2.0,10.0,0.2,189.0,1442.4,0.13,1.0,4.6,0.22,1,5,0.2,1.92,2.06,0.93,0.0
7.0,5.0,1.4,720.0,432.0,1.67,4.0,1.0,4.0,1,1,1.0,1.0,1.0,1.0,1.0
17.0,7.0,2.43,4224.0,630.0,6.7,8.0,4.0,2.0,1,1,1.0,1.0,1.0,1.0,0.0
6.0,7.33,0.82,560.0,1200.0,0.47,3.0,1.0,3.0,1,3,0.33,1.0,1.0,1.0,0.0
18.0,8.0,2.25,2800.0,768.0,3.65,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0
8.0,11.0,0.73,800.0,1344.0,0.6,1.0,5.0,0.2,1,1,1.0,1.0,1.0,1.0,0.0
8.0,6.33,1.26,875.0,884.0,0.99,4.0,3.0,1.33,1,3,0.33,1.0,1.76,0.57,0.0
11.6,10.33,1.12,2246.8,1883.0,1.19,5.6,4.67,1.2,5,3,1.67,1.0,1.0,1.0,1.0
7.0,11.86,0.59,672.0,2368.86,0.28,4.0,5.71,0.7,1,7,0.14,1.0,1.0,1.0,0.0
14.0,12.0,1.17,2880.0,1728.0,1.67,6.0,5.0,1.2,1,1,1.0,1.0,1.0,1.0,1.0
2.0,3.0,0.67,225.0,384.0,0.59,1.0,2.0,0.5,1,1,1.0,1.0,1.0,1.0,0.0
11.0,17.0,0.65,1620.0,2496.0,0.65,5.0,1.0,5.0,1,1,1.0,1.0,1.0,1.0,0.0
2.0,2.0,1.0,256.0,240.0,1.07,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0
7.0,8.8,0.8,576.0,1286.6,0.45,1.0,4.2,0.24,1,5,0.2,1.0,1.8399999999999999,0.54,0.0
5.5,14.5,0.38,495.0,2576.0,0.19,1.0,6.5,0.15,2,2,1.0,1.8900000000000001,1.0,1.89,0.0
11.0,7.0,1.57,960.0,1078.6,0.89,5.0,3.4,1.47,1,5,0.2,1.0,1.87,0.53,0.0
17.0,2.0,8.5,3402.0,225.0,15.12,8.0,1.0,8.0,1,1,1.0,1.0,1.8199999999999998,0.55,1.0
7.0,19.0,0.37,750.0,4032.0,0.19,4.0,1.0,4.0,1,1,1.0,1.0,1.0,1.0,0.0
9.86,10.12,0.97,1724.57,2094.75,0.82,1.0,4.75,0.21,7,8,0.88,2.05,1.0,2.05,0.0
9.0,18.0,0.5,1008.0,4032.0,0.25,4.0,8.0,0.5,1,1,1.0,1.0,1.0,1.0,0.0
18.0,19.0,0.95,3888.0,5280.0,0.74,1.0,9.0,0.11,1,1,1.0,1.0,1.0,1.0,0.0
13.33,15.67,0.85,2299.33,3180.0,0.72,6.0,7.0,0.86,3,3,1.0,1.0,1.0,1.0,0.0
16.0,1.0,16.0,3024.0,180.0,16.8,7.0,1.0,7.0,1,1,1.0,1.0,1.0,1.0,1.0
15.0,3.0,5.0,2520.0,270.0,9.33,7.0,1.0,7.0,1,1,1.0,1.0,1.0,1.0,1.0
10.2,9.14,1.12,1700.0,2158.86,0.79,4.6,4.29,1.07,5,7,0.71,1.78,1.0,1.78,0.0
13.0,10.33,1.26,2016.0,1985.5,1.02,6.0,1.0,6.0,1,6,0.17,1.0,1.0,1.0,0.0
3.0,3.0,1.0,270.0,288.0,0.94,2.0,2.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0
1.0,16.25,0.06,192.0,3296.0,0.06,1.0,7.25,0.14,1,4,0.25,1.0,1.0,1.0,0.0
18.0,4.0,4.5,5040.0,384.0,13.12,8.0,1.0,8.0,1,1,1.0,1.0,1.0,1.0,1.0
19.0,16.0,1.19,3640.0,3216.5,1.13,9.0,1.0,9.0,1,4,0.25,1.0,1.0,1.0,0.0
10.5,9.83,1.07,1815.5,1223.67,1.48,4.83,1.0,4.83,6,6,1.0,1.0,1.0,1.0,1.0
18.0,9.0,2.0,3600.0,1296.0,2.78,1.0,4.0,0.25,1,1,1.0,1.0,1.0,1.0,1.0
13.0,17.0,0.76,2520.0,4320.0,0.58,6.0,8.0,0.75,1,1,1.0,1.0,1.0,1.0,1.0
1.0,9.0,0.11,192.0,1400.0,0.14,1.0,4.0,0.25,1,1,1.0,1.0,1.0,1.0,0.0
19.0,14.0,1.36,5600.0,2160.0,2.59,9.0,1.0,9.0,1,1,1.0,1.0,1.0,1.0,1.0
8.86,16.0,0.55,1384.0,3320.0,0.42,4.29,7.5,0.57,7,2,3.5,1.0,1.0,1.0,1.0
6.0,4.0,1.5,576.0,420.0,1.37,3.0,2.0,1.5,1,1,1.0,1.0,1.0,1.0,1.0
14.43,10.57,1.37,2557.14,1763.57,1.45,6.43,5.0,1.29,7,7,1.0,1.0,1.0,1.0,1.0
17.0,11.67,1.46,3240.0,1985.0,1.63,1.0,1.0,1.0,1,3,0.33,1.0,1.0,1.0,0.0
3.0,1.0,3.0,320.0,192.0,1.67,2.0,1.0,2.0,1,1,1.0,1.0,1.0,1.0,1.0
17.0,6.0,2.83,3240.0,540.0,6.0,8.0,3.0,2.67,1,1,1.0,1.0,1.0,1.0,1.0
9.0,4.33,2.08,1125.0,510.0,2.21,4.0,2.33,1.72,1,3,0.33,1.0,1.0,1.0,0.0
5.25,15.71,0.33,508.25,2823.43,0.18,1.0,1.0,1.0,4,7,0.57,1.0,1.8199999999999998,0.55,0.0
14.0,12.0,1.17,2160.0,2400.0,0.9,6.0,5.0,1.2,1,1,1.0,1.0,1.0,1.0,0.0
1.0,6.0,0.17,192.0,600.0,0.32,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.0
9.5,9.0,1.06,1364.0,1463.38,0.93,4.5,4.25,1.06,2,8,0.25,1.0,1.0,1.0,0.0
20.0,13.0,1.54,4400.0,2282.86,1.93,9.0,5.71,1.58,1,7,0.14,1.0,1.0,1.0,0.0
8.0,10.0,0.8,900.0,1470.0,0.61,4.0,4.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0
18.0,11.0,1.64,3840.0,1800.0,2.13,8.0,5.0,1.6,1,1,1.0,1.0,1.8399999999999999,0.54,0.0
12.0,1.0,12.0,2048.0,180.0,11.38,5.0,1.0,5.0,1,1,1.0,1.0,1.0,1.0,1.0
19.0,12.86,1.48,3456.0,2897.0,1.19,9.0,5.71,1.58,1,7,0.14,1.0,2.12,0.47,0.0
19.0,5.0,3.8,4312.0,432.0,9.98,9.0,3.0,3.0,1,1,1.0,1.0,1.0,1.0,1.0
20.0,7.0,2.86,5184.0,1120.0,4.63,9.0,4.0,2.25,1,1,1.0,1.78,1.0,1.78,1.0
6.0,7.0,0.86,512.0,588.0,0.87,3.0,1.0,3.0,1,1,1.0,1.0,1.0,1.0,1.0
11.0,1.0,11.0,1344.0,180.0,7.47,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0
7.0,18.0,0.39,672.0,5880.0,0.11,4.0,8.0,0.5,1,1,1.0,1.0,1.0,1.0,0.0
5.0,15.0,0.33,640.0,2376.0,0.27,3.0,7.0,0.43,1,1,1.0,1.0,1.0,1.0,0.0
1.0,12.0,0.08,180.0,1568.0,0.11,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.0
1.0,19.0,0.05,180.0,5760.0,0.03,1.0,9.0,0.11,1,1,1.0,1.92,1.0,1.92,0.0
18.0,7.0,2.57,3520.0,815.0,4.32,8.0,3.5,2.29,1,4,0.25,1.0,1.0,1.0,0.0
17.0,9.67,1.76,3200.0,1652.83,1.94,8.0,4.67,1.71,1,6,0.17,1.0,1.0,1.0,0.0
2.0,14.67,0.14,240.0,3080.0,0.08,1.0,6.67,0.15,1,3,0.33,1.0,1.0,1.0,0.0
3.0,8.0,0.38,270.0,648.0,0.42,1.0,4.0,0.25,1,1,1.0,1.0,1.0,1.0,0.0
12.0,14.0,0.86,1764.0,2400.0,0.73,5.0,6.0,0.83,1,1,1.0,1.0,1.0,1.0,1.0
15.4,16.0,0.96,2729.6,3443.0,0.79,1.0,7.5,0.13,5,2,2.5,1.0,1.0,1.0,1.0
3.0,6.0,0.5,300.0,700.0,0.43,2.0,3.0,0.67,1,1,1.0,1.0,1.0,1.0,0.0
15.0,6.33,2.37,2520.0,589.0,4.28,7.0,3.33,2.1,1,3,0.33,1.0,1.0,1.0,0.0
3.0,15.5,0.19,300.0,4180.0,0.07,1.0,7.0,0.14,1,2,0.5,1.0,1.0,1.0,0.0
11.14,8.0,1.39,1797.43,788.33,2.28,5.14,1.0,5.14,7,3,2.33,1.0,1.9,0.53,1.0
17.0,12.0,1.42,3456.0,1568.0,2.2,1.0,5.0,0.2,1,1,1.0,1.0,1.0,1.0,1.0
8.0,15.5,0.52,1125.0,3654.0,0.31,4.0,7.0,0.57,1,2,0.5,1.0,1.0,1.0,0.0
15.0,11.67,1.29,2520.0,2125.0,1.19,7.0,5.33,1.31,1,3,0.33,1.0,1.8900000000000001,0.53,0.0
13.0,12.83,1.01,1600.0,2163.33,0.74,1.0,5.83,0.17,1,6,0.17,1.0,1.0,1.0,0.0
1.0,6.0,0.17,180.0,576.0,0.31,1.0,3.0,0.33,1,1,1.0,1.92,1.0,1.92,1.0
4.0,9.4,0.43,315.0,1440.0,0.22,2.0,4.6,0.43,1,5,0.2,1.0,1.78,0.56,0.0
3.0,14.0,0.21,400.0,2520.0,0.16,2.0,6.0,0.33,1,1,1.0,1.0,1.0,1.0,0.0
19.0,1.0,19.0,4320.0,180.0,24.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0
10.0,1.0,10.0,1200.0,192.0,6.25,4.0,1.0,4.0,1,1,1.0,1.0,1.0,1.0,1.0
4.0,15.0,0.27,336.0,2688.0,0.12,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.0
18.0,14.0,1.29,4704.0,2240.0,2.1,8.0,1.0,8.0,1,1,1.0,1.0,1.0,1.0,1.0
14.43,14.5,1.0,2828.71,2510.0,1.13,6.57,1.0,6.57,7,8,0.88,1.9,1.8900000000000001,1.01,1.0
6.0,17.0,0.35,600.0,2688.0,0.22,3.0,8.0,0.38,1,1,1.0,1.0,1.0,1.0,0.0
15.0,10.0,1.5,2688.0,1728.0,1.56,7.0,4.0,1.75,1,1,1.0,1.0,1.0,1.0,0.0
19.0,14.0,1.36,4224.0,3645.0,1.16,9.0,6.0,1.5,1,1,1.0,1.0,1.0,1.0,0.0
14.0,4.0,3.5,2268.0,450.0,5.04,6.0,2.0,3.0,1,1,1.0,1.0,1.0,1.0,1.0
17.0,1.0,17.0,4374.0,162.0,27.0,8.0,1.0,8.0,1,1,1.0,1.77,1.0,1.77,1.0
11.14,7.5,1.49,2455.71,930.0,2.64,5.29,3.5,1.51,7,2,3.5,1.94,1.0,1.94,1.0
11.0,5.0,2.2,1400.0,480.0,2.92,5.0,3.0,1.67,1,1,1.0,1.0,1.0,1.0,1.0
12.0,8.0,1.5,1764.0,840.0,2.1,1.0,4.0,0.25,1,1,1.0,1.0,1.0,1.0,1.0
15.62,14.0,1.12,3781.12,2652.4,1.43,7.12,6.6,1.08,8,5,1.6,1.87,1.0,1.87,1.0
13.0,11.0,1.18,1960.0,1728.0,1.13,6.0,5.0,1.2,1,1,1.0,1.0,1.0,1.0,1.0
8.6,9.0,0.96,1437.6,1344.0,1.07,4.2,4.0,1.05,5,1,5.0,1.87,1.8900000000000001,0.99,1.0
17.0,20.0,0.85,2400.0,4752.0,0.51,8.0,9.0,0.89,1,1,1.0,1.0,1.8,0.56,0.0
3.0,9.67,0.31,288.0,1520.0,0.19,2.0,1.0,2.0,1,3,0.33,1.0,2.1799999999999997,0.46,0.0
17.0,10.0,1.7,3528.0,1728.0,2.04,8.0,5.0,1.6,1,2,0.5,1.0,1.92,0.52,0.0
19.0,9.5,2.0,4320.0,1497.25,2.89,9.0,4.5,2.0,1,8,0.12,1.0,1.88,0.53,0.0
15.0,11.0,1.36,2646.0,1440.0,1.84,7.0,5.0,1.4,1,1,1.0,1.0,1.0,1.0,1.0
13.0,20.0,0.65,1750.0,6272.0,0.28,6.0,9.0,0.67,1,1,1.0,1.0,1.0,1.0,0.0
4.0,17.0,0.24,324.0,3360.0,0.1,2.0,8.0,0.25,1,1,1.0,1.0,1.0,1.0,0.0
12.0,17.0,0.71,1600.0,3250.0,0.49,1.0,8.0,0.12,1,1,1.0,1.8199999999999998,1.0,1.82,0.0
5.0,3.0,1.67,420.0,300.0,1.4,3.0,1.0,3.0,1,1,1.0,1.0,1.0,1.0,1.0
13.0,15.0,0.87,1728.0,2646.0,0.65,6.0,7.0,0.86,1,1,1.0,1.94,1.0,1.94,0.0
12.0,8.75,1.37,1764.0,1998.75,0.88,5.0,4.25,1.18,1,8,0.12,1.0,1.94,0.52,0.0
6.0,11.8,0.51,576.0,1919.6,0.3,1.0,5.4,0.19,1,5,0.2,1.8,1.9,0.95,0.0
8.0,8.8,0.91,900.0,1880.0,0.48,4.0,4.2,0.95,1,5,0.2,1.0,1.0,1.0,0.0
1.0,1.0,1.0,192.0,192.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.78,0.56,0.0
8.0,8.0,1.0,875.0,1152.0,0.76,1.0,4.0,0.25,1,1,1.0,1.0,1.0,1.0,0.0
6.0,6.4,0.94,960.0,639.6,1.5,3.0,1.0,3.0,1,5,0.2,1.0,1.77,0.56,0.0
20.0,5.0,4.0,4536.0,384.0,11.81,9.0,3.0,3.0,1,1,1.0,1.8199999999999998,1.0,1.82,1.0
14.0,13.86,1.01,2205.0,2296.86,0.96,6.0,1.0,6.0,1,7,0.14,1.0,2.12,0.47,0.0
11.5,10.43,1.1,2410.0,1810.43,1.33,5.5,4.859999999999999,1.13,4,7,0.57,1.0,1.0,1.0,0.0
20.0,12.0,1.67,5292.0,1568.0,3.38,9.0,5.0,1.8,1,1,1.0,1.0,1.9,0.53,1.0
2.0,15.0,0.13,240.0,2688.0,0.09,1.0,7.0,0.14,1,1,1.0,1.0,1.0,1.0,0.0
10.62,10.38,1.02,1751.0,1893.0,0.92,1.0,4.88,0.2,8,8,1.0,1.94,1.0,1.94,0.0
16.0,9.0,1.78,3024.0,864.0,3.5,1.0,1.0,1.0,1,1,1.0,1.9,1.0,1.9,1.0
17.0,10.0,1.7,3402.0,1512.0,2.25,1.0,4.0,0.25,1,1,1.0,1.0,1.0,1.0,1.0
18.0,12.5,1.44,3500.0,1892.25,1.85,8.0,1.0,8.0,1,8,0.12,1.0,1.0,1.0,0.0
13.29,11.0,1.21,2250.43,2322.0,0.97,1.0,5.25,0.19,7,4,1.75,1.8,1.0,1.8,1.0
1.0,8.67,0.12,162.0,1717.33,0.09,1.0,4.0,0.25,1,6,0.17,1.8900000000000001,1.0,1.89,0.0
8.0,8.0,1.0,768.0,1152.0,0.67,4.0,4.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0
19.0,6.0,3.17,4608.0,625.0,7.37,9.0,1.0,9.0,1,1,1.0,1.0,1.0,1.0,1.0
7.0,7.0,1.0,648.0,810.0,0.8,1.0,3.0,0.33,1,2,0.5,1.0,1.0,1.0,0.0
