lv1,lv2,lvrel,att1,att2,attrel,tech1,tech2,techrel,n1,n2,nrel,wp1,wp2,wprel,y
4.0,9.0,0.44,336.0,900.0,0.37,2.0,1.0,2.0,1,1,1.0,1.0,1.0,1.0,0.0
8.0,8.0,1.0,900.0,875.0,1.03,4.0,4.0,1.0,1,1,1.0,1.0,1.0,1.0,0.0
2.0,15.0,0.13,240.0,2268.0,0.11,1.0,7.0,0.14,1,1,1.0,1.0,1.0,1.0,0.0
3.0,6.0,0.5,324.0,560.0,0.58,2.0,3.0,0.67,1,1,1.0,1.0,1.0,1.0,0.0
14.0,11.0,1.27,3024.0,1470.0,2.06,6.0,5.0,1.2,1,1,1.0,1.0,1.0,1.0,1.0
14.0,7.2,1.94,2240.0,934.0,2.4,6.0,3.4,1.76,1,5,0.2,1.0,1.8399999999999999,0.54,0.0
5.0,6.0,0.83,450.0,540.0,0.83,3.0,3.0,1.0,1,1,1.0,1.0,1.8900000000000001,0.53,0.0
11.75,10.88,1.08,1971.75,1810.5,1.09,5.5,1.0,5.5,4,8,0.5,1.92,1.0,1.92,0.0
7.0,6.5,1.08,1008.0,792.0,1.27,4.0,3.0,1.33,1,2,0.5,1.0,1.0,1.0,0.0
20.0,6.0,3.33,4900.0,625.0,7.84,9.0,1.0,9.0,1,1,1.0,1.92,1.0,1.92,1.0
20.0,11.0,1.82,4200.0,1737.25,2.42,9.0,1.0,9.0,1,8,0.12,1.0,1.9,0.53,0.0
11.0,3.0,3.67,1575.0,270.0,5.83,5.0,2.0,2.5,1,1,1.0,1.0,1.0,1.0,1.0
9.0,11.0,0.82,1663.33,1835.0,0.91,4.33,5.0,0.87,6,2,3.0,1.0,1.0,1.0,1.0
7.0,11.17,0.63,1152.0,2010.67,0.57,4.0,5.17,0.77,1,6,0.17,1.0,1.92,0.52,0.0
5.0,12.0,0.42,525.0,1764.0,0.3,3.0,5.0,0.6,1,1,1.0,1.0,1.0,1.0,0.0
16.0,14.0,1.14,3840.0,1800.0,2.13,7.0,6.0,1.17,1,1,1.0,1.0,1.0,1.0,1.0
8.38,6.5,1.29,1111.5,768.0,1.45,1.0,3.0,0.33,8,2,4.0,1.78,1.0,1.78,1.0
9.0,5.12,1.76,1600.0,658.75,2.43,4.0,2.88,1.39,1,8,0.12,1.0,1.8,0.56,0.0
3.0,10.43,0.29,320.0,1434.0,0.22,2.0,1.0,2.0,1,7,0.14,1.94,1.0,1.94,0.0
1.0,11.4,0.09,180.0,2003.6,0.09,1.0,5.4,0.19,1,5,0.2,1.8399999999999999,1.0,1.84,0.0
20.0,5.8,3.45,4860.0,1010.8,4.81,1.0,2.8,0.36,1,5,0.2,1.0,2.3600000000000003,0.42,0.0
14.0,18.0,0.78,3024.0,5760.0,0.53,6.0,8.0,0.75,1,1,1.0,1.8900000000000001,1.0,1.89,1.0
11.0,4.0,2.75,1344.0,336.0,4.0,1.0,2.0,0.5,1,1,1.0,1.0,1.0,1.0,1.0
12.0,8.0,1.5,1680.0,1440.0,1.17,1.0,4.0,0.25,1,1,1.0,1.0,1.0,1.0,0.0
3.0,15.0,0.2,360.0,3150.0,0.11,2.0,7.0,0.29,1,1,1.0,1.78,1.0,1.78,0.0
15.0,3.0,5.0,2940.0,270.0,10.89,7.0,2.0,3.5,1,1,1.0,1.8,1.0,1.8,1.0
16.0,20.0,0.8,2853.0,3696.0,0.77,7.5,9.0,0.83,4,1,4.0,1.0,1.0,1.0,1.0
6.0,13.0,0.46,576.0,2009.0,0.29,3.0,6.0,0.5,1,2,0.5,1.0,1.0,1.0,0.0
12.0,9.33,1.29,1890.0,1912.0,0.99,5.0,4.67,1.07,1,3,0.33,1.0,1.0,1.0,0.0
13.0,8.6,1.51,2520.0,1759.2,1.43,6.0,4.2,1.43,1,5,0.2,1.0,1.76,0.57,0.0
18.0,8.0,2.25,3888.0,1296.0,3.0,8.0,4.0,2.0,1,1,1.0,1.0,1.0,1.0,1.0
20.0,18.0,1.11,5040.0,3360.0,1.5,9.0,1.0,9.0,1,1,1.0,1.0,1.0,1.0,1.0
11.0,1.0,11.0,1320.0,180.0,7.33,5.0,1.0,5.0,1,1,1.0,1.0,1.0,1.0,1.0
4.0,2.0,2.0,360.0,240.0,1.5,2.0,1.0,2.0,1,1,1.0,1.0,1.0,1.0,1.0
7.0,7.0,1.0,750.0,630.0,1.19,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.0
14.0,6.0,2.33,1320.0,600.0,2.2,1.0,3.0,0.33,1,1,1.0,1.0,1.0,1.0,1.0
13.33,11.0,1.21,2971.67,2039.0,1.46,6.33,5.25,1.21,3,4,0.75,1.0,1.0,1.0,1.0
10.0,10.67,0.94,1260.0,1547.33,0.81,1.0,4.83,0.21,1,6,0.17,1.0,1.92,0.52,0.0
9.6,11.8,0.81,1733.2,2677.4,0.65,4.6,5.4,0.85,5,5,1.0,1.8900000000000001,1.0,1.89,0.0
13.0,12.0,1.08,2016.0,2024.25,1.0,6.0,5.38,1.12,1,8,0.12,1.0,1.0,1.0,0.0
14.0,2.0,7.0,2592.0,225.0,11.52,6.0,1.0,6.0,1,1,1.0,1.0,1.0,1.0,1.0
9.0,6.0,1.5,882.0,504.0,1.75,4.0,3.0,1.33,1,1,1.0,1.0,1.0,1.0,1.0
7.57,11.17,0.68,1002.86,1721.33,0.58,1.0,1.0,1.0,7,6,1.17,1.94,1.8900000000000001,1.03,0.0
17.0,8.0,2.12,2548.0,840.0,3.03,8.0,4.0,2.0,1,1,1.0,1.8399999999999999,1.0,1.84,1.0
10.0,14.0,0.71,1470.0,2352.0,0.62,4.0,6.0,0.67,1,1,1.0,1.0,1.8199999999999998,0.55,0.0
6.0,14.0,0.43,525.0,2592.0,0.2,3.0,6.0,0.5,1,1,1.0,1.0,1.0,1.0,0.0
8.0,13.0,0.62,864.0,3057.67,0.28,4.0,6.0,0.67,2,6,0.33,1.9,1.0,1.9,0.0
2.0,10.0,0.2,240.0,2007.5,0.12,1.0,4.67,0.21,1,6,0.17,1.92,1.92,1.0,0.0
4.0,12.67,0.32,400.0,1816.0,0.22,2.0,1.0,2.0,1,3,0.33,1.0,1.0,1.0,0.0
10.29,14.0,0.73,1824.57,2857.5,0.64,4.859999999999999,1.0,4.86,7,2,3.5,1.0,1.0,1.0,1.0
17.0,10.0,1.7,3360.0,1575.0,2.13,8.0,4.0,2.0,1,1,1.0,1.0,1.0,1.0,1.0
18.0,14.0,1.29,4032.0,2100.0,1.92,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0
5.0,10.83,0.46,480.0,1766.0,0.27,3.0,5.0,0.6,1,6,0.17,1.0,2.24,0.45,0.0
2.0,19.0,0.11,216.0,7020.0,0.03,1.0,9.0,0.11,1,1,1.0,1.0,1.0,1.0,0.0
9.0,12.0,0.75,1344.0,2268.0,0.59,4.0,5.0,0.8,1,1,1.0,1.0,1.0,1.0,1.0
18.0,2.0,9.0,3600.0,225.0,16.0,8.0,1.0,8.0,1,1,1.0,1.0,1.0,1.0,1.0
15.0,5.0,3.0,2430.0,384.0,6.33,1.0,1.0,1.0,1,1,1.0,1.92,1.0,1.92,1.0
7.0,15.0,0.47,750.0,2880.0,0.26,1.0,7.0,0.14,1,1,1.0,1.0,1.0,1.0,0.0
10.0,10.67,0.94,1445.43,1740.0,0.83,1.0,4.67,0.21,7,3,2.33,1.0,1.0,1.0,1.0
7.0,10.5,0.67,648.0,1755.0,0.37,1.0,5.0,0.2,1,4,0.25,1.0,1.0,1.0,0.0
5.0,8.4,0.6,480.0,883.6,0.54,1.0,4.0,0.25,1,5,0.2,1.0,1.97,0.51,0.0
20.0,4.0,5.0,3888.0,400.0,9.72,1.0,2.0,0.5,1,1,1.0,1.0,1.0,1.0,1.0
11.0,4.0,2.75,1440.0,512.0,2.81,5.0,2.0,2.5,1,1,1.0,1.0,1.0,1.0,1.0
5.0,9.8,0.51,795.0,2043.2,0.39,2.5,4.6,0.54,2,5,0.4,1.0,1.78,0.56,0.0
9.29,3.5,2.65,1259.43,315.0,4.0,4.43,1.0,4.43,7,2,3.5,1.0,1.0,1.0,1.0
8.25,13.57,0.61,1338.75,3218.86,0.42,3.88,6.14,0.63,8,7,1.14,1.0,1.0,1.0,0.0
20.0,10.0,2.0,4320.0,1296.0,3.33,9.0,4.0,2.25,1,1,1.0,1.0,1.0,1.0,1.0
3.0,4.0,0.75,270.0,400.0,0.68,2.0,2.0,1.0,1,1,1.0,1.0,1.0,1.0,0.0
2.0,13.0,0.15,240.0,1920.0,0.12,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.0
19.0,14.0,1.36,5760.0,3969.0,1.45,9.0,6.0,1.5,1,1,1.0,1.0,1.0,1.0,1.0
12.0,12.0,1.0,1620.0,1575.0,1.03,5.0,5.0,1.0,1,1,1.0,1.0,1.0,1.0,0.0
10.0,15.0,0.67,1248.0,3330.0,0.37,4.0,6.5,0.62,1,2,0.5,1.0,1.0,1.0,0.0
11.8,14.0,0.84,2770.8,3306.0,0.84,5.4,6.33,0.85,5,3,1.67,1.0,1.0,1.0,1.0
16.0,9.0,1.78,2940.0,1200.0,2.45,7.0,4.0,1.75,1,1,1.0,1.0,1.0,1.0,1.0
4.0,15.0,0.27,360.0,2808.0,0.13,1.0,7.0,0.14,1,1,1.0,1.8199999999999998,1.0,1.82,0.0
5.0,14.0,0.36,432.0,2352.0,0.18,1.0,6.0,0.17,1,1,1.0,1.0,1.0,1.0,0.0
19.0,10.8,1.76,4752.0,2184.0,2.18,9.0,5.0,1.8,1,5,0.2,1.0,1.0,1.0,0.0
8.5,8.0,1.06,987.5,1170.0,0.84,4.0,3.5,1.14,2,2,1.0,1.0,1.0,1.0,0.0
10.0,13.0,0.77,972.0,2240.0,0.43,4.0,6.0,0.67,1,1,1.0,1.0,1.0,1.0,0.0
4.0,17.5,0.23,360.0,3150.0,0.11,2.0,8.0,0.25,1,2,0.5,1.0,1.0,1.0,0.0
16.0,5.0,3.2,3510.0,700.0,5.01,7.0,3.0,2.33,1,1,1.0,1.0,1.8,0.56,1.0
7.0,5.0,1.4,960.0,450.0,2.13,4.0,3.0,1.33,1,1,1.0,1.0,1.0,1.0,1.0
12.33,9.0,1.37,1556.0,1537.5,1.01,1.0,4.25,0.24,3,4,0.75,1.0,2.15,0.47,0.0
19.0,9.0,2.11,5376.0,1080.0,4.98,9.0,4.0,2.25,1,1,1.0,1.0,1.0,1.0,1.0
9.0,6.67,1.35,980.0,1196.5,0.82,4.0,3.33,1.2,1,6,0.17,1.0,1.8199999999999998,0.55,0.0
12.0,15.0,0.8,1280.0,2400.0,0.53,5.0,1.0,5.0,1,1,1.0,1.0,1.0,1.0,0.0
10.0,6.0,1.67,1260.0,600.0,2.1,4.0,3.0,1.33,1,1,1.0,1.0,1.0,1.0,1.0
2.0,9.25,0.22,225.0,1359.38,0.17,1.0,4.25,0.24,1,8,0.12,1.0,1.88,0.53,0.0
13.0,11.14,1.17,2304.0,1968.29,1.17,6.0,5.29,1.13,1,7,0.14,1.8199999999999998,1.8399999999999999,0.99,0.0
12.0,9.0,1.33,1680.0,1512.5,1.11,1.0,4.17,0.24,1,6,0.17,1.0,1.0,1.0,0.0
5.0,7.0,0.71,480.0,1028.4,0.47,3.0,3.6,0.83,1,5,0.2,1.0,2.12,0.47,0.0
1.0,4.0,0.25,180.0,360.0,0.5,1.0,2.0,0.5,1,1,1.0,1.0,1.0,1.0,1.0
3.0,13.0,0.23,300.0,1960.0,0.15,2.0,6.0,0.33,1,1,1.0,1.0,1.0,1.0,0.0
11.0,10.67,1.03,1512.0,1975.0,0.77,5.0,5.17,0.97,1,6,0.17,1.0,1.97,0.51,0.0
6.0,5.0,1.2,625.0,700.0,0.89,3.0,3.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0
16.0,12.5,1.28,3250.0,1977.0,1.64,7.0,1.0,7.0,1,2,0.5,1.0,1.0,1.0,0.0
17.0,7.43,2.29,3360.0,1399.57,2.4,8.0,3.57,2.24,1,7,0.14,1.0,1.0,1.0,0.0
4.0,12.0,0.33,500.0,2150.4,0.23,2.0,5.4,0.37,1,5,0.2,1.0,1.0,1.0,0.0
14.0,19.0,0.74,3120.0,5760.0,0.54,6.0,9.0,0.67,1,1,1.0,1.0,1.0,1.0,0.0
16.0,5.0,3.2,2112.0,480.0,4.4,7.0,3.0,2.33,1,1,1.0,1.8900000000000001,1.0,1.89,1.0
13.25,14.0,0.95,3567.25,3264.0,1.09,6.0,6.5,0.92,4,2,2.0,1.9,1.0,1.9,1.0
18.5,10.75,1.72,4473.0,2574.0,1.74,8.5,5.0,1.7,2,4,0.5,1.92,1.92,1.0,0.0
16.5,11.33,1.46,3984.0,1501.67,2.65,7.5,1.0,7.5,2,3,0.67,1.0,1.0,1.0,1.0
2.0,1.0,2.0,256.0,180.0,1.42,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.0
14.0,8.14,1.72,2610.0,1716.0,1.52,6.4,3.86,1.66,5,7,0.71,1.8900000000000001,1.8900000000000001,1.0,1.0
5.0,10.0,0.5,420.0,1200.0,0.35,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.0
5.5,18.0,0.31,610.0,4096.0,0.15,2.5,1.0,2.5,2,1,2.0,1.77,1.0,1.77,1.0
4.0,6.8,0.59,400.0,1221.4,0.33,1.0,3.4,0.29,1,5,0.2,1.0,1.0,1.0,0.0
4.0,5.2,0.77,360.0,591.4,0.61,1.0,2.6,0.38,1,5,0.2,1.92,1.9,1.01,0.0
7.0,15.0,0.47,810.0,2744.0,0.3,4.0,1.0,4.0,1,1,1.0,1.8399999999999999,1.0,1.84,1.0
14.0,6.0,2.33,2352.0,960.0,2.45,6.0,3.0,2.0,1,1,1.0,1.0,1.0,1.0,1.0
7.17,9.0,0.8,874.17,1040.0,0.84,1.0,4.0,0.25,6,3,2.0,1.78,1.0,1.78,1.0
17.0,6.0,2.83,3360.0,560.0,6.0,8.0,1.0,8.0,1,1,1.0,1.0,1.0,1.0,1.0
11.43,9.38,1.22,2164.29,1506.5,1.44,5.0,1.0,5.0,7,8,0.88,1.0,1.0,1.0,1.0
8.0,9.0,0.89,840.0,1050.0,0.8,1.0,4.0,0.25,1,1,1.0,1.0,1.0,1.0,1.0
5.0,9.33,0.54,800.0,1733.33,0.46,3.0,4.67,0.64,1,3,0.33,1.0,1.78,0.56,0.0
14.0,20.0,0.7,1980.0,6336.0,0.31,6.0,9.0,0.67,1,1,1.0,1.92,1.0,1.92,0.0
5.5,12.12,0.45,787.5,1930.75,0.41,3.0,5.5,0.55,2,8,0.25,1.94,1.8399999999999999,1.05,0.0
5.0,17.0,0.29,420.0,2880.0,0.15,1.0,8.0,0.12,1,1,1.0,1.0,1.0,1.0,0.0
5.0,17.0,0.29,480.0,3360.0,0.14,3.0,1.0,3.0,1,1,1.0,1.0,1.0,1.0,0.0
13.0,17.0,0.76,1728.0,4536.0,0.38,1.0,8.0,0.12,1,1,1.0,1.8,1.0,1.8,0.0
4.0,10.88,0.37,360.0,1957.12,0.18,2.0,4.88,0.41,1,8,0.12,1.0,1.92,0.52,0.0
11.0,5.0,2.2,1350.0,432.0,3.12,5.0,3.0,1.67,1,1,1.0,1.0,1.0,1.0,1.0
1.0,8.88,0.11,180.0,1693.12,0.11,1.0,4.25,0.24,1,8,0.12,1.0,1.0,1.0,0.0
15.0,7.6,1.97,2450.0,987.8,2.48,7.0,3.8,1.84,1,5,0.2,1.0,1.0,1.0,0.0
10.0,10.5,0.95,1575.0,1840.67,0.86,4.0,5.0,0.8,1,6,0.17,1.0,1.0,1.0,0.0
9.6,9.2,1.04,1242.0,1325.0,0.94,1.0,1.0,1.0,5,5,1.0,1.0,1.0,1.0,0.0
7.0,19.0,0.37,840.0,4158.0,0.2,4.0,9.0,0.44,1,1,1.0,1.0,1.0,1.0,0.0
6.0,6.5,0.92,540.0,1194.33,0.45,3.0,3.33,0.9,1,6,0.17,1.0,1.8399999999999999,0.54,0.0
13.0,19.0,0.68,1890.0,4320.0,0.44,1.0,9.0,0.11,1,1,1.0,1.8399999999999999,1.0,1.84,0.0
12.0,11.17,1.07,1600.0,1980.67,0.81,5.0,5.17,0.97,1,6,0.17,1.0,1.8199999999999998,0.55,0.0
16.0,14.0,1.14,2880.0,2352.0,1.22,7.0,6.0,1.17,1,1,1.0,1.0,1.0,1.0,0.0
5.0,13.67,0.37,500.0,2936.67,0.17,3.0,6.67,0.45,1,3,0.33,1.0,1.0,1.0,0.0
11.0,11.0,1.0,1512.0,1344.0,1.12,5.0,5.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0
18.0,9.17,1.96,5500.0,1638.0,3.36,8.0,4.17,1.92,1,6,0.17,1.0,1.94,0.52,0.0
5.0,12.25,0.41,432.0,2700.25,0.16,3.0,5.62,0.53,1,8,0.12,1.0,1.0,1.0,0.0
12.0,13.12,0.91,1400.0,2627.5,0.53,5.0,6.12,0.82,1,8,0.12,1.0,1.0,1.0,0.0
12.0,17.0,0.71,1600.0,3584.0,0.45,5.0,1.0,5.0,1,1,1.0,1.0,1.0,1.0,0.0
20.0,8.17,2.45,5760.0,1618.67,3.56,9.0,3.83,2.35,1,6,0.17,1.0,2.12,0.47,0.0
12.0,12.0,1.0,2000.0,2160.0,0.93,5.0,5.0,1.0,1,1,1.0,1.0,1.0,1.0,0.0
18.0,19.0,0.95,3360.0,5280.0,0.64,8.0,9.0,0.89,1,1,1.0,1.0,1.8399999999999999,0.54,0.0
13.0,12.0,1.08,2184.0,2080.0,1.05,6.0,5.67,1.06,1,3,0.33,1.0,1.0,1.0,0.0
17.0,12.12,1.4,3584.0,2052.75,1.75,8.0,1.0,8.0,1,8,0.12,1.0,2.1399999999999997,0.47,0.0
9.8,6.5,1.51,1630.8,930.0,1.75,4.6,1.0,4.6,5,2,2.5,1.0,1.0,1.0,1.0
9.0,11.5,0.78,960.0,2214.67,0.43,4.0,5.17,0.77,1,6,0.17,1.0,1.0,1.0,0.0
10.67,8.33,1.28,1727.33,2150.67,0.8,1.0,4.33,0.23,3,3,1.0,1.0,1.0,1.0,0.0
6.0,12.0,0.5,560.0,1680.0,0.33,3.0,1.0,3.0,1,1,1.0,1.0,1.0,1.0,0.0
13.0,11.17,1.16,2016.0,2065.0,0.98,1.0,1.0,1.0,1,6,0.17,1.0,1.0,1.0,0.0
19.0,20.0,0.95,4950.0,6048.0,0.82,9.0,9.0,1.0,1,1,1.0,1.97,1.0,1.97,0.0
16.0,9.0,1.78,2695.0,896.0,3.01,7.0,4.0,1.75,1,1,1.0,1.0,1.0,1.0,1.0
9.6,15.0,0.64,1551.6,3456.0,0.45,1.0,7.0,0.14,5,1,5.0,1.0,1.0,1.0,1.0
7.0,8.5,0.82,700.0,1695.0,0.41,4.0,4.0,1.0,1,2,0.5,1.0,1.0,1.0,0.0
12.5,13.33,0.94,2500.0,2389.33,1.05,6.0,1.0,6.0,2,6,0.33,1.0,1.8199999999999998,0.55,0.0
6.0,11.5,0.52,750.0,2338.0,0.32,3.0,5.5,0.55,1,8,0.12,1.0,1.0,1.0,0.0
13.0,15.0,0.87,2016.0,3402.0,0.59,1.0,7.0,0.14,1,1,1.0,1.0,1.0,1.0,0.0
1.0,19.0,0.05,192.0,4158.0,0.05,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.0
13.0,19.0,0.68,2520.0,4480.0,0.56,6.0,9.0,0.67,1,1,1.0,1.0,1.0,1.0,1.0
20.0,20.0,1.0,4500.0,5040.0,0.89,9.0,9.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0
10.5,13.0,0.81,1736.38,1764.0,0.98,4.88,6.0,0.81,8,1,8.0,1.8900000000000001,1.0,1.89,1.0
14.67,8.71,1.68,2627.83,1431.0,1.84,6.5,4.140000000000001,1.57,6,7,0.86,2.1100000000000003,1.0,2.11,1.0
10.17,7.2,1.41,2343.33,950.8,2.46,4.83,1.0,4.83,6,5,1.2,1.0,2.24,0.45,1.0
7.0,12.5,0.56,741.0,1973.0,0.38,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,0.0
7.0,16.0,0.44,640.0,2464.0,0.26,4.0,7.0,0.57,1,1,1.0,1.0,1.0,1.0,0.0
5.0,13.0,0.38,540.0,2520.0,0.21,3.0,6.0,0.5,1,1,1.0,1.0,1.0,1.0,0.0
8.0,13.0,0.62,840.0,1680.0,0.5,4.0,6.0,0.67,1,1,1.0,1.0,1.0,1.0,0.0
6.0,8.0,0.75,720.0,1260.0,0.57,3.0,4.0,0.75,1,1,1.0,1.0,1.0,1.0,0.0
3.0,12.0,0.25,300.0,2240.0,0.13,1.0,5.0,0.2,1,1,1.0,1.0,1.0,1.0,0.0
6.0,8.0,0.75,504.0,1806.0,0.28,1.0,3.75,0.27,1,4,0.25,1.0,1.0,1.0,0.0
3.0,14.0,0.21,252.0,1728.0,0.15,1.0,6.0,0.17,1,1,1.0,1.0,1.0,1.0,0.0
17.0,3.0,5.67,3240.0,375.0,8.64,8.0,2.0,4.0,1,1,1.0,1.0,1.0,1.0,1.0
9.0,13.75,0.65,1050.0,2273.25,0.46,4.0,1.0,4.0,1,4,0.25,1.0,1.0,1.0,0.0
17.0,13.0,1.31,2880.0,2646.0,1.09,1.0,6.0,0.17,1,1,1.0,1.0,1.0,1.0,0.0
7.6,14.17,0.54,920.2,3004.0,0.31,3.4,6.5,0.52,5,6,0.83,1.77,1.0,1.77,0.0
11.86,8.0,1.48,1880.0,1111.2,1.69,5.14,1.0,5.14,7,5,1.4,1.0,1.0,1.0,1.0
4.0,11.0,0.36,400.0,1890.0,0.21,2.0,5.0,0.4,1,1,1.0,1.0,1.94,0.52,0.0
10.33,12.0,0.86,2048.0,1436.0,1.43,4.67,5.0,0.93,3,3,1.0,1.0,1.0,1.0,1.0
11.0,4.0,2.75,1056.0,375.0,2.82,5.0,2.0,2.5,1,1,1.0,1.0,1.0,1.0,1.0
15.0,19.0,0.79,2800.0,4320.0,0.65,7.0,9.0,0.78,1,1,1.0,1.0,1.0,1.0,0.0
7.0,6.0,1.17,720.0,600.0,1.2,1.0,3.0,0.33,1,1,1.0,1.0,1.0,1.0,1.0
14.75,8.0,1.84,2842.0,1320.0,2.15,1.0,4.0,0.25,4,2,2.0,1.0,1.0,1.0,1.0
20.0,13.0,1.54,5040.0,1728.0,2.92,9.0,1.0,9.0,1,1,1.0,1.0,1.0,1.0,1.0
6.0,16.0,0.38,600.0,3150.0,0.19,1.0,7.0,0.14,1,1,1.0,1.0,1.0,1.0,0.0
9.0,9.0,1.0,1050.0,1440.0,0.73,1.0,4.0,0.25,1,1,1.0,1.0,1.0,1.0,0.0
11.0,17.0,0.65,2219.2,4320.0,0.51,5.0,8.0,0.62,5,1,5.0,1.0,1.0,1.0,1.0
7.0,14.0,0.5,648.0,1920.0,0.34,4.0,6.0,0.67,1,1,1.0,1.0,1.0,1.0,0.0
19.5,9.0,2.17,5236.0,960.0,5.45,9.0,4.0,2.25,2,1,2.0,1.0,1.0,1.0,1.0
7.0,2.0,3.5,720.0,216.0,3.33,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0
1.0,3.0,0.33,180.0,360.0,0.5,1.0,2.0,0.5,1,1,1.0,1.0,1.0,1.0,0.0
8.62,4.0,2.15,1297.75,400.0,3.24,4.12,1.0,4.12,8,1,8.0,2.16,1.0,2.16,1.0
19.0,1.0,19.0,3960.0,180.0,22.0,9.0,1.0,9.0,1,1,1.0,1.0,1.0,1.0,1.0
10.0,9.75,1.03,1634.29,1298.25,1.26,4.57,1.0,4.57,7,4,1.75,1.0,1.87,0.53,1.0
1.0,8.5,0.12,192.0,1383.0,0.14,1.0,4.25,0.24,1,4,0.25,1.0,1.0,1.0,0.0
13.71,9.0,1.52,2405.29,1471.0,1.64,1.0,4.5,0.22,7,2,3.5,1.8199999999999998,1.0,1.82,1.0
15.0,9.0,1.67,2688.0,1050.0,2.56,1.0,4.0,0.25,1,1,1.0,1.0,1.0,1.0,1.0
17.0,6.0,2.83,3456.0,525.0,6.58,1.0,3.0,0.33,1,1,1.0,1.0,1.0,1.0,1.0
10.0,8.0,1.25,1764.0,875.0,2.02,4.0,1.0,4.0,1,1,1.0,1.0,1.0,1.0,1.0
18.0,20.0,0.9,5103.0,6370.0,0.8,8.0,9.0,0.89,1,1,1.0,1.0,1.0,1.0,0.0
14.0,13.0,1.08,3445.33,1656.0,2.08,6.33,1.0,6.33,3,2,1.5,1.94,1.76,1.1,1.0
19.0,14.0,1.36,4158.0,2352.0,1.77,9.0,6.0,1.5,1,1,1.0,1.0,1.0,1.0,1.0
11.0,4.0,2.75,1176.0,360.0,3.27,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.0
16.25,2.0,8.12,4146.75,256.0,16.2,7.25,1.0,7.25,4,1,4.0,1.0,1.0,1.0,1.0
14.0,9.2,1.52,2352.0,1483.0,1.59,6.0,4.2,1.43,1,5,0.2,1.0,1.0,1.0,0.0
4.0,15.0,0.27,384.0,2829.0,0.14,2.0,6.75,0.3,1,4,0.25,1.0,1.0,1.0,0.0
6.0,10.17,0.59,560.0,1541.67,0.36,3.0,4.83,0.62,1,6,0.17,1.8399999999999999,1.0,1.84,0.0
10.0,11.0,0.91,1171.5,2003.33,0.58,4.5,1.0,4.5,4,3,1.33,1.0,1.0,1.0,1.0
7.0,13.0,0.54,640.0,2520.0,0.25,1.0,6.0,0.17,1,1,1.0,1.0,1.0,1.0,0.0
2.0,10.71,0.19,240.0,1925.0,0.12,1.0,5.0,0.2,1,7,0.14,1.0,1.94,0.52,0.0
7.0,13.0,0.54,630.0,2592.0,0.24,4.0,6.0,0.67,1,1,1.0,1.0,1.0,1.0,0.0
3.0,10.0,0.3,288.0,1575.0,0.18,1.0,4.0,0.25,1,1,1.0,1.0,1.0,1.0,0.0
10.0,7.0,1.43,1080.0,700.0,1.54,4.0,1.0,4.0,1,1,1.0,1.0,1.0,1.0,1.0
1.0,19.0,0.05,180.0,3960.0,0.05,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.0
9.14,9.43,0.97,1535.43,1177.71,1.3,4.29,1.0,4.29,7,7,1.0,1.8399999999999999,1.8900000000000001,0.97,1.0
5.0,8.0,0.62,600.0,735.0,0.82,3.0,1.0,3.0,1,1,1.0,1.0,1.0,1.0,0.0
4.0,7.0,0.57,360.0,900.0,0.4,1.0,4.0,0.25,1,1,1.0,1.8399999999999999,1.0,1.84,1.0
12.0,11.0,1.09,1620.0,2240.0,0.72,1.0,5.0,0.2,1,1,1.0,1.0,1.0,1.0,0.0
9.0,10.2,0.88,1225.0,1871.6,0.65,4.0,4.6,0.87,1,5,0.2,1.0,1.77,0.56,0.0
11.0,12.0,0.92,924.0,1536.0,0.6,5.0,5.0,1.0,1,1,1.0,1.0,1.92,0.52,0.0
1.0,17.0,0.06,192.0,3528.0,0.05,1.0,8.0,0.12,1,1,1.0,1.0,1.0,1.0,0.0
8.0,4.0,2.0,840.0,400.0,2.1,4.0,2.0,2.0,1,1,1.0,1.0,1.0,1.0,1.0
10.0,7.6,1.32,1200.0,1226.8,0.98,4.0,3.6,1.11,1,5,0.2,1.0,1.0,1.0,0.0
12.5,11.0,1.14,2441.0,2107.0,1.16,5.67,5.0,1.13,6,4,1.5,1.8900000000000001,1.0,1.89,1.0
15.0,13.0,1.15,2688.0,3168.0,0.85,7.0,6.0,1.17,1,3,0.33,1.0,1.8900000000000001,0.53,0.0
10.0,10.0,1.0,1225.0,1872.0,0.65,4.0,5.0,0.8,1,2,0.5,1.0,1.0,1.0,0.0
5.0,7.5,0.67,810.0,1083.0,0.75,2.5,3.5,0.71,2,4,0.5,1.78,1.0,1.78,0.0
