lv1,lv2,lvrel,att1,att2,attrel,tech1,tech2,techrel,n1,n2,nrel,y
16.0,8.6,1.86,2500.0,1213.6,2.06,7.0,1.0,7.0,1,5,0.2,0.0
18.0,12.5,1.44,3780.0,2214.0,1.71,1.0,5.5,0.18,1,8,0.12,0.0
15.29,2.0,7.64,3103.86,240.0,12.93,1.0,1.0,1.0,7,1,7.0,1.0
7.0,20.0,0.35,720.0,4400.0,0.16,4.0,9.0,0.44,1,1,1.0,0.0
6.0,16.0,0.38,700.0,2520.0,0.28,3.0,1.0,3.0,1,1,1.0,0.0
2.0,17.0,0.12,240.0,2880.0,0.08,1.0,1.0,1.0,1,1,1.0,0.0
2.0,11.0,0.18,216.0,2240.0,0.1,1.0,5.0,0.2,1,1,1.0,0.0
12.17,11.25,1.08,2075.5,1848.5,1.12,1.0,1.0,1.0,6,4,1.5,1.0
6.0,6.0,1.0,960.0,600.0,1.6,3.0,1.0,3.0,1,1,1.0,1.0
12.0,10.8,1.11,3664.0,2158.4,1.7,5.33,5.2,1.02,3,5,0.6,0.0
8.0,10.25,0.78,672.0,2160.25,0.31,4.0,4.75,0.84,1,4,0.25,0.0
16.0,16.0,1.0,3024.0,3780.0,0.8,1.0,7.0,0.14,1,1,1.0,0.0
17.0,10.0,1.7,2772.0,1800.0,1.54,8.0,4.0,2.0,1,1,1.0,0.0
6.0,5.0,1.2,720.0,560.0,1.29,3.0,2.67,1.12,1,3,0.33,0.0
10.0,12.57,0.8,1200.0,2327.71,0.52,4.0,6.14,0.65,1,7,0.14,0.0
9.5,8.0,1.19,1728.0,675.0,2.56,1.0,4.0,0.25,2,1,2.0,1.0
5.0,13.0,0.38,448.0,2688.0,0.17,3.0,6.0,0.5,1,1,1.0,0.0
2.0,6.6,0.3,216.0,720.0,0.3,1.0,3.0,0.33,1,5,0.2,0.0
13.0,10.0,1.3,2400.0,1440.0,1.67,6.0,4.0,1.5,1,1,1.0,1.0
13.0,19.0,0.68,1792.0,5670.0,0.32,6.0,9.0,0.67,1,1,1.0,0.0
9.0,1.0,9.0,980.0,192.0,5.1,4.0,1.0,4.0,1,1,1.0,1.0
10.14,14.0,0.72,1808.43,3280.0,0.55,4.859999999999999,6.0,0.81,7,2,3.5,1.0
14.0,7.38,1.9,2352.0,1214.12,1.94,6.0,3.5,1.71,1,8,0.12,0.0
10.6,12.0,0.88,2298.0,1935.6,1.19,5.2,1.0,5.2,5,5,1.0,1.0
2.0,10.67,0.19,240.0,1615.17,0.15,1.0,4.67,0.21,1,6,0.17,0.0
8.0,13.17,0.61,1045.5,2393.33,0.44,3.75,6.17,0.61,4,6,0.67,0.0
13.0,10.0,1.3,1920.0,1260.0,1.52,6.0,1.0,6.0,1,1,1.0,1.0
16.0,6.0,2.67,3024.0,525.0,5.76,7.0,3.0,2.33,1,1,1.0,1.0
3.0,11.0,0.27,300.0,1470.0,0.2,1.0,5.0,0.2,1,1,1.0,0.0
8.5,9.67,0.88,1053.0,1753.33,0.6,1.0,4.67,0.21,8,3,2.67,1.0
18.0,13.0,1.38,3888.0,1920.0,2.02,1.0,6.0,0.17,1,1,1.0,1.0
20.0,5.0,4.0,4536.0,480.0,9.45,9.0,1.0,9.0,1,1,1.0,1.0
11.88,9.33,1.27,1844.12,1552.0,1.19,1.0,4.67,0.21,8,3,2.67,1.0
11.0,20.0,0.55,1764.0,4536.0,0.39,5.0,9.0,0.56,1,1,1.0,0.0
14.0,12.0,1.17,2268.0,2032.57,1.12,1.0,5.43,0.18,1,7,0.14,0.0
16.0,13.0,1.23,2695.0,1680.0,1.6,7.0,1.0,7.0,1,1,1.0,1.0
11.0,14.25,0.77,1440.0,2440.0,0.59,5.0,1.0,5.0,1,4,0.25,0.0
10.5,19.0,0.55,1951.12,5824.0,0.34,5.0,9.0,0.56,8,1,8.0,1.0
8.0,10.0,0.8,1080.0,1386.67,0.78,4.0,4.67,0.86,1,3,0.33,0.0
18.0,4.67,3.85,3888.0,506.0,7.68,8.0,2.33,3.43,1,3,0.33,1.0
13.75,9.0,1.53,3217.0,1176.0,2.74,6.25,4.0,1.56,4,1,4.0,1.0
9.0,17.0,0.53,768.0,4410.0,0.17,1.0,8.0,0.12,1,1,1.0,0.0
5.2,15.5,0.34,705.6,2760.0,0.26,2.6,1.0,2.6,5,2,2.5,1.0
6.0,10.25,0.59,566.0,1618.38,0.35,1.0,4.62,0.22,2,8,0.25,0.0
9.33,6.0,1.55,1373.33,926.38,1.48,4.5,3.12,1.44,6,8,0.75,1.0
20.0,4.0,5.0,4800.0,360.0,13.33,9.0,2.0,4.5,1,1,1.0,1.0
9.0,8.67,1.04,1639.0,1574.17,1.04,4.12,4.17,0.99,8,6,1.33,1.0
14.0,6.0,2.33,2240.0,560.0,4.0,6.0,3.0,2.0,1,1,1.0,1.0
12.57,13.0,0.97,2132.57,2394.75,0.89,5.86,5.88,1.0,7,8,0.88,0.0
7.0,9.0,0.78,780.0,1468.86,0.53,4.0,4.140000000000001,0.97,2,7,0.29,0.0
11.0,12.0,0.92,2333.6,2557.8,0.91,4.8,5.4,0.89,5,5,1.0,1.0
15.0,19.0,0.79,2646.0,4320.0,0.61,7.0,9.0,0.78,1,1,1.0,0.0
12.38,6.0,2.06,1804.38,624.0,2.89,5.5,1.0,5.5,8,2,4.0,1.0
10.0,15.0,0.67,900.0,2744.0,0.33,4.0,1.0,4.0,1,1,1.0,0.0
12.0,13.0,0.92,1620.0,2016.0,0.8,1.0,6.0,0.17,1,1,1.0,0.0
7.0,2.0,3.5,875.0,240.0,3.65,4.0,1.0,4.0,1,1,1.0,1.0
8.57,12.0,0.71,1638.86,1728.0,0.95,4.140000000000001,5.0,0.83,7,1,7.0,1.0
2.0,9.5,0.21,240.0,1272.75,0.19,1.0,4.38,0.23,1,8,0.12,0.0
7.0,8.71,0.8,540.0,1683.71,0.32,4.0,1.0,4.0,1,7,0.14,0.0
10.43,11.5,0.91,1312.57,2084.67,0.63,1.0,5.33,0.19,7,6,1.17,0.0
10.0,5.0,2.0,1120.0,420.0,2.67,4.0,3.0,1.33,1,1,1.0,1.0
20.0,9.2,2.17,6468.0,1588.8,4.07,9.0,1.0,9.0,1,5,0.2,0.0
5.0,8.0,0.62,450.0,1250.5,0.36,1.0,3.67,0.27,1,6,0.17,0.0
3.0,10.0,0.3,300.0,1120.0,0.27,1.0,4.0,0.25,1,1,1.0,0.0
2.0,11.17,0.18,225.0,1998.0,0.11,1.0,5.33,0.19,1,6,0.17,0.0
3.0,17.0,0.18,300.0,3456.0,0.09,2.0,8.0,0.25,1,1,1.0,0.0
9.0,10.25,0.88,900.0,1519.5,0.59,1.0,4.88,0.2,1,8,0.12,0.0
9.0,1.0,9.0,1050.0,180.0,5.83,4.0,1.0,4.0,1,1,1.0,1.0
10.0,15.0,0.67,1176.0,2400.0,0.49,1.0,7.0,0.14,1,1,1.0,0.0
1.0,12.0,0.08,180.0,1680.0,0.11,1.0,5.0,0.2,1,1,1.0,0.0
9.0,13.0,0.69,1176.0,2430.0,0.48,4.0,6.0,0.67,1,1,1.0,0.0
11.67,13.57,0.86,2412.0,2755.29,0.88,5.33,6.29,0.85,3,7,0.43,0.0
14.0,10.0,1.4,1560.0,1260.0,1.24,6.0,4.0,1.5,1,1,1.0,1.0
6.0,9.17,0.65,693.33,1690.0,0.41,2.67,4.33,0.62,3,6,0.5,0.0
7.0,19.0,0.37,540.0,3960.0,0.14,4.0,9.0,0.44,1,1,1.0,0.0
11.29,11.4,0.99,2088.71,1892.4,1.1,5.14,5.2,0.99,7,5,1.4,1.0
10.0,3.0,3.33,1512.0,288.0,5.25,4.0,1.0,4.0,1,1,1.0,1.0
7.0,17.5,0.4,600.0,3604.5,0.17,4.0,8.0,0.5,1,2,0.5,0.0
6.25,11.62,0.54,671.0,1514.0,0.44,3.25,1.0,3.25,4,8,0.5,0.0
8.67,9.0,0.96,1199.0,1681.0,0.71,3.67,4.25,0.86,3,4,0.75,0.0
5.0,13.25,0.38,450.0,2736.75,0.16,3.0,5.88,0.51,1,8,0.12,0.0
17.0,16.0,1.06,4320.0,2520.0,1.71,8.0,7.0,1.14,1,1,1.0,0.0
17.0,8.75,1.94,5292.0,1059.0,5.0,8.0,1.0,8.0,1,4,0.25,0.0
14.0,8.0,1.75,2268.0,1596.0,1.42,1.0,3.67,0.27,1,3,0.33,0.0
13.0,20.0,0.65,1800.0,8424.0,0.21,1.0,9.0,0.11,1,1,1.0,0.0
16.0,8.17,1.96,2160.0,1631.33,1.32,7.0,4.17,1.68,1,6,0.17,0.0
7.0,8.0,0.88,750.0,840.0,0.89,4.0,1.0,4.0,1,1,1.0,1.0
11.0,8.0,1.38,1344.0,1080.0,1.24,5.0,4.0,1.25,1,1,1.0,1.0
10.0,3.0,3.33,1260.0,300.0,4.2,4.0,2.0,2.0,1,1,1.0,1.0
17.0,12.5,1.36,3528.0,2060.0,1.71,1.0,6.0,0.17,1,2,0.5,0.0
5.0,10.0,0.5,450.0,1317.67,0.34,3.0,1.0,3.0,1,6,0.17,0.0
10.0,7.33,1.36,1504.0,869.33,1.73,5.0,3.67,1.36,3,3,1.0,1.0
3.0,9.0,0.33,270.0,1080.0,0.25,2.0,4.0,0.5,1,1,1.0,0.0
5.0,18.0,0.28,600.0,3960.0,0.15,3.0,8.0,0.38,1,1,1.0,0.0
9.88,5.86,1.69,1420.0,765.29,1.86,1.0,2.8600000000000003,0.35,8,7,1.14,1.0
6.83,8.62,0.79,977.5,1359.75,0.72,3.33,1.0,3.33,6,8,0.75,0.0
16.0,11.0,1.45,3024.0,2016.0,1.5,7.0,5.0,1.4,1,1,1.0,0.0
18.0,11.33,1.59,3920.0,2085.33,1.88,1.0,5.33,0.19,1,3,0.33,0.0
19.0,8.0,2.38,4158.0,900.0,4.62,9.0,4.0,2.25,1,1,1.0,1.0
13.0,7.0,1.86,2304.0,735.0,3.13,6.0,4.0,1.5,1,1,1.0,1.0
15.0,8.5,1.76,2380.0,1740.0,1.37,1.0,4.0,0.25,2,2,1.0,0.0
12.0,16.0,0.75,1680.0,2772.0,0.61,5.0,1.0,5.0,1,1,1.0,1.0
4.0,4.0,1.0,400.0,384.0,1.04,2.0,2.0,1.0,1,1,1.0,1.0
1.0,8.5,0.12,192.0,1654.5,0.12,1.0,4.0,0.25,1,2,0.5,0.0
12.0,8.0,1.5,1568.0,840.0,1.87,5.0,4.0,1.25,1,1,1.0,1.0
9.6,8.67,1.11,1625.6,1093.33,1.49,4.4,1.0,4.4,5,3,1.67,1.0
12.0,8.5,1.41,1680.0,1215.38,1.38,5.0,4.12,1.21,1,8,0.12,0.0
7.0,13.0,0.54,800.0,1920.0,0.42,4.0,6.0,0.67,1,1,1.0,0.0
10.0,4.0,2.5,1152.0,375.0,3.07,4.0,2.0,2.0,1,1,1.0,1.0
2.0,8.0,0.25,240.0,800.0,0.3,1.0,4.0,0.25,1,1,1.0,0.0
12.29,15.0,0.82,2200.86,2856.0,0.77,1.0,6.67,0.15,7,3,2.33,1.0
4.0,1.5,2.67,315.0,216.0,1.46,1.0,1.25,0.8,1,4,0.25,0.0
5.0,14.75,0.34,360.0,2936.25,0.12,1.0,1.0,1.0,1,8,0.12,0.0
12.0,15.0,0.8,1680.0,2520.0,0.67,1.0,7.0,0.14,1,1,1.0,0.0
12.0,11.0,1.09,1440.0,2688.0,0.54,1.0,5.0,0.2,1,1,1.0,0.0
10.0,6.5,1.54,1638.67,948.0,1.73,5.0,3.0,1.67,3,2,1.5,1.0
1.0,7.0,0.14,180.0,840.0,0.21,1.0,4.0,0.25,1,1,1.0,0.0
14.0,14.2,0.99,2240.0,2534.2,0.88,6.0,6.4,0.94,1,5,0.2,0.0
11.75,8.5,1.38,2428.88,1455.5,1.67,5.5,4.12,1.33,8,8,1.0,1.0
8.0,12.0,0.67,1440.0,2240.0,0.64,4.0,5.0,0.8,1,1,1.0,0.0
12.75,14.25,0.89,2613.75,2877.0,0.91,6.0,6.5,0.92,8,8,1.0,0.0
20.0,15.0,1.33,3584.0,3528.0,1.02,1.0,7.0,0.14,1,1,1.0,1.0
14.0,19.0,0.74,2160.0,3840.0,0.56,6.0,1.0,6.0,1,1,1.0,0.0
2.0,4.0,0.5,256.0,360.0,0.71,1.0,2.0,0.5,1,1,1.0,0.0
11.6,12.0,0.97,2070.8,2387.0,0.87,5.2,5.75,0.9,5,4,1.25,1.0
14.0,7.0,2.0,2100.0,700.0,3.0,6.0,4.0,1.5,1,1,1.0,1.0
13.0,6.0,2.17,2688.0,900.0,2.99,6.0,3.0,2.0,1,1,1.0,1.0
2.0,11.0,0.18,189.0,2037.43,0.09,1.0,5.14,0.19,1,7,0.14,0.0
7.0,11.0,0.64,1125.0,1350.0,0.83,4.0,5.0,0.8,1,1,1.0,1.0
17.0,3.0,5.67,3528.0,320.0,11.03,1.0,2.0,0.5,1,1,1.0,1.0
12.0,8.5,1.41,1680.0,1527.0,1.1,5.0,4.12,1.21,1,8,0.12,0.0
2.0,10.0,0.2,216.0,1470.0,0.15,1.0,4.0,0.25,1,1,1.0,0.0
5.0,11.0,0.45,500.0,1512.0,0.33,1.0,5.0,0.2,1,1,1.0,0.0
15.33,8.0,1.92,2744.33,1256.0,2.18,6.67,4.0,1.67,3,3,1.0,1.0
10.0,12.0,0.83,1728.0,2352.0,0.73,4.0,1.0,4.0,1,2,0.5,0.0
8.2,17.5,0.47,1835.0,4374.0,0.42,4.0,8.0,0.5,5,2,2.5,1.0
12.5,10.62,1.18,2299.67,1736.5,1.32,5.83,4.88,1.19,6,8,0.75,0.0
15.0,16.0,0.94,4189.5,3136.0,1.34,6.75,1.0,6.75,4,1,4.0,1.0
13.5,13.83,0.98,3136.25,3072.0,1.02,6.25,6.33,0.99,4,6,0.67,0.0
12.0,8.2,1.46,1440.0,1409.4,1.02,1.0,4.0,0.25,1,5,0.2,0.0
10.33,10.0,1.03,1525.0,1260.0,1.21,4.67,1.0,4.67,3,1,3.0,1.0
7.75,2.0,3.88,939.25,240.0,3.91,1.0,1.0,1.0,8,1,8.0,1.0
14.67,10.17,1.44,2669.33,2008.33,1.33,1.0,4.83,0.21,3,6,0.5,0.0
20.0,16.0,1.25,6160.0,2700.0,2.28,9.0,1.0,9.0,1,1,1.0,1.0
9.5,10.5,0.9,1393.0,1264.0,1.1,4.5,1.0,4.5,6,2,3.0,1.0
13.0,14.0,0.93,2592.0,2294.0,1.13,6.0,6.33,0.95,1,3,0.33,0.0
14.0,1.0,14.0,2000.0,180.0,11.11,6.0,1.0,6.0,1,1,1.0,1.0
10.0,10.0,1.0,1668.0,1725.0,0.97,4.75,1.0,4.75,8,2,4.0,1.0
7.2,6.4,1.12,1153.4,803.0,1.44,3.6,3.0,1.2,5,5,1.0,1.0
2.0,7.0,0.29,225.0,600.0,0.38,1.0,1.0,1.0,1,1,1.0,0.0
12.0,9.6,1.25,2240.0,1606.8,1.39,5.0,4.4,1.14,1,5,0.2,0.0
7.0,2.0,3.5,720.0,216.0,3.33,1.0,1.0,1.0,1,1,1.0,1.0
12.0,7.57,1.59,1680.0,1224.29,1.37,5.0,3.86,1.3,1,7,0.14,0.0
14.86,14.0,1.06,2998.14,2268.0,1.32,6.86,6.0,1.14,7,1,7.0,1.0
19.0,19.0,1.0,4000.0,4896.0,0.82,9.0,9.0,1.0,1,1,1.0,1.0
9.0,18.0,0.5,768.0,7056.0,0.11,4.0,8.0,0.5,1,1,1.0,0.0
7.0,4.0,1.75,630.0,336.0,1.88,1.0,2.0,0.5,1,1,1.0,0.0
3.0,17.0,0.18,288.0,3866.25,0.07,2.0,7.75,0.26,1,4,0.25,0.0
16.5,12.2,1.35,3192.0,2096.0,1.52,1.0,5.4,0.19,2,5,0.4,0.0
20.0,10.4,1.92,8281.0,1664.4,4.98,9.0,5.2,1.73,1,5,0.2,0.0
14.0,10.6,1.32,3480.2,2088.0,1.67,6.4,4.6,1.39,5,5,1.0,1.0
15.0,14.0,1.07,2688.0,3024.0,0.89,1.0,6.0,0.17,1,1,1.0,0.0
9.5,6.0,1.58,1525.5,735.14,2.08,1.0,1.0,1.0,8,7,1.14,1.0
19.0,3.0,6.33,3960.0,270.0,14.67,9.0,1.0,9.0,1,1,1.0,1.0
10.43,9.0,1.16,1559.43,1374.67,1.13,4.859999999999999,4.33,1.12,7,3,2.33,1.0
5.0,15.0,0.33,480.0,2520.0,0.19,1.0,7.0,0.14,1,1,1.0,0.0
19.0,15.0,1.27,6048.0,3411.0,1.77,9.0,7.0,1.29,1,4,0.25,0.0
6.0,20.0,0.3,600.0,5040.0,0.12,1.0,1.0,1.0,1,1,1.0,0.0
18.0,13.0,1.38,3969.0,2510.67,1.58,1.0,1.0,1.0,1,3,0.33,0.0
9.0,17.0,0.53,1050.0,3150.0,0.33,1.0,8.0,0.12,1,1,1.0,0.0
18.0,10.5,1.71,3888.0,2123.5,1.83,8.0,5.0,1.6,1,6,0.17,0.0
9.0,9.0,1.0,1554.0,1065.0,1.46,4.5,1.0,4.5,2,2,1.0,0.0
18.0,3.0,6.0,5292.0,288.0,18.38,8.0,1.0,8.0,1,1,1.0,1.0
6.0,2.0,3.0,720.0,232.5,3.1,3.0,1.0,3.0,1,2,0.5,1.0
16.0,9.0,1.78,2880.0,960.0,3.0,1.0,4.0,0.25,1,1,1.0,1.0
12.0,7.62,1.57,1056.0,1597.0,0.66,5.0,3.62,1.38,1,8,0.12,0.0
16.0,11.0,1.45,3780.0,1280.0,2.95,7.0,5.0,1.4,1,1,1.0,1.0
