
SmartAIP	Balanced Meteor Cobra	20	(12, 8, 7, 7)	{'Attacking Cobra', 'Fist of Fury', 'Golden Lotus Stance', 'Knee Boxing', 'Fast Strikes', 'Meteor Punches', 'Debilitating Strikes', 'Mid-Range Strikes'}	['cowardly', 'careful', 'friendly']	0.106	0.15	0.15	Grandmaster	299
