lv1,lv2,lvrel,att1,att2,attrel,tech1,tech2,techrel,n1,n2,nrel,y
3.0,11.5,0.26,288.0,2059.0,0.14,2.0,1.0,2.0,1,6,0.17,0.0
20.0,7.0,2.86,4536.0,700.0,6.48,9.0,4.0,2.25,1,1,1.0,1.0
16.0,5.0,3.2,2940.0,625.0,4.7,7.0,3.0,2.33,1,1,1.0,1.0
11.71,10.57,1.11,2176.86,2209.57,0.99,5.43,5.0,1.09,7,7,1.0,0.0
19.0,19.0,1.0,4680.0,4320.0,1.08,9.0,9.0,1.0,1,1,1.0,1.0
18.0,15.0,1.2,3520.0,3360.0,1.05,8.0,7.0,1.14,1,1,1.0,0.0
7.0,13.0,0.54,750.0,1848.0,0.41,4.0,6.0,0.67,1,1,1.0,0.0
3.0,10.29,0.29,384.0,1796.14,0.21,2.0,4.859999999999999,0.41,1,7,0.14,0.0
4.0,9.67,0.41,324.0,1280.0,0.25,2.0,4.67,0.43,1,3,0.33,0.0
10.0,12.5,0.8,1344.0,2300.0,0.58,4.0,6.0,0.67,1,2,0.5,0.0
12.0,15.0,0.8,1680.0,2646.0,0.63,5.0,7.0,0.71,1,1,1.0,0.0
18.0,16.0,1.12,3920.0,3168.0,1.24,8.0,7.0,1.14,1,1,1.0,1.0
10.0,19.0,0.53,1152.0,4050.0,0.28,4.0,1.0,4.0,1,1,1.0,0.0
12.25,13.5,0.91,1888.88,3240.0,0.58,1.0,6.0,0.17,8,2,4.0,1.0
13.0,13.5,0.96,1600.0,2424.67,0.66,1.0,6.17,0.16,1,6,0.17,0.0
17.0,7.0,2.43,3456.0,750.0,4.61,1.0,4.0,0.25,1,1,1.0,1.0
12.0,16.0,0.75,2240.0,3136.0,0.71,5.0,1.0,5.0,1,1,1.0,0.0
7.0,3.0,2.33,700.0,320.0,2.19,1.0,2.0,0.5,1,1,1.0,1.0
6.0,12.86,0.47,432.0,2486.57,0.17,3.0,6.0,0.5,1,7,0.14,0.0
18.0,9.75,1.85,3780.0,1856.75,2.04,8.0,4.75,1.68,1,4,0.25,0.0
6.0,18.0,0.33,540.0,4500.0,0.12,3.0,8.0,0.38,1,1,1.0,0.0
8.0,9.5,0.84,972.0,1400.0,0.69,4.0,1.0,4.0,1,2,0.5,0.0
11.0,20.0,0.55,1536.0,4536.0,0.34,5.0,9.0,0.56,1,1,1.0,0.0
4.0,3.0,1.33,384.0,252.0,1.52,2.0,2.0,1.0,1,1,1.0,1.0
15.0,11.33,1.32,4536.0,1866.0,2.43,7.0,1.0,7.0,1,3,0.33,0.0
12.0,5.0,2.4,1400.0,450.0,3.11,1.0,3.0,0.33,1,1,1.0,1.0
11.0,10.0,1.1,1575.0,1260.0,1.25,5.0,4.0,1.25,1,1,1.0,0.0
7.0,2.0,3.5,960.0,240.0,4.0,4.0,1.0,4.0,1,1,1.0,1.0
20.0,14.0,1.43,6272.0,2082.0,3.01,9.0,1.0,9.0,1,3,0.33,1.0
12.0,3.0,4.0,1680.0,360.0,4.67,5.0,2.0,2.5,1,1,1.0,1.0
20.0,12.0,1.67,4536.0,3560.0,1.27,9.0,5.5,1.64,1,2,0.5,0.0
9.0,10.0,0.9,980.0,1260.0,0.78,4.0,4.0,1.0,1,1,1.0,1.0
8.5,12.86,0.66,1188.0,2533.29,0.47,4.0,5.86,0.68,4,7,0.57,0.0
10.0,15.5,0.65,1887.75,3343.0,0.56,4.5,7.0,0.64,4,4,1.0,0.0
13.0,9.67,1.34,2262.33,1600.33,1.41,5.67,4.5,1.26,6,6,1.0,1.0
6.0,14.5,0.41,525.0,2436.0,0.22,3.0,6.5,0.46,1,2,0.5,0.0
2.0,8.0,0.25,240.0,864.0,0.28,1.0,4.0,0.25,1,1,1.0,0.0
3.0,20.0,0.15,300.0,5760.0,0.05,2.0,9.0,0.22,1,1,1.0,0.0
19.0,9.86,1.93,5544.0,1630.29,3.4,9.0,4.859999999999999,1.85,1,7,0.14,0.0
4.0,20.0,0.2,360.0,5184.0,0.07,2.0,9.0,0.22,1,1,1.0,0.0
13.67,9.5,1.44,3082.0,1296.0,2.38,6.5,4.5,1.44,6,2,3.0,1.0
15.0,2.0,7.5,3240.0,256.0,12.66,7.0,1.0,7.0,1,1,1.0,1.0
5.5,7.33,0.75,660.0,1260.0,0.52,2.5,3.67,0.68,2,3,0.67,0.0
13.0,9.0,1.44,1890.0,1050.0,1.8,1.0,4.0,0.25,1,1,1.0,1.0
15.0,12.0,1.25,3200.0,2160.0,1.48,7.0,5.0,1.4,1,1,1.0,0.0
2.0,6.83,0.29,216.0,1149.67,0.19,1.0,3.33,0.3,1,6,0.17,0.0
6.0,20.0,0.3,720.0,7560.0,0.1,3.0,9.0,0.33,1,1,1.0,0.0
5.0,8.0,0.62,432.0,1562.12,0.28,3.0,3.75,0.8,1,8,0.12,0.0
11.0,11.62,0.95,2304.0,1727.5,1.33,5.0,1.0,5.0,2,8,0.25,0.0
13.5,13.0,1.04,2834.0,2360.0,1.2,6.25,6.0,1.04,4,5,0.8,0.0
9.0,14.0,0.64,756.0,2100.0,0.36,1.0,6.0,0.17,1,1,1.0,0.0
14.0,14.0,1.0,2079.0,2240.0,0.93,6.0,6.0,1.0,1,1,1.0,0.0
20.0,8.8,2.27,4900.0,1303.2,3.76,9.0,1.0,9.0,1,5,0.2,0.0
14.0,15.5,0.9,2483.33,3015.0,0.82,6.33,7.0,0.9,3,2,1.5,0.0
16.0,7.0,2.29,3465.0,820.0,4.23,7.0,1.0,7.0,1,3,0.33,1.0
3.0,7.5,0.4,300.0,1286.5,0.23,2.0,3.5,0.57,1,6,0.17,0.0
10.88,12.5,0.87,1978.5,1952.5,1.01,5.12,1.0,5.12,8,2,4.0,1.0
11.0,11.5,0.96,1729.0,1950.0,0.89,5.17,5.5,0.94,6,2,3.0,1.0
14.33,10.75,1.33,1766.0,1418.0,1.25,1.0,5.25,0.19,3,4,0.75,0.0
13.4,10.71,1.25,3064.8,1839.71,1.67,6.2,4.71,1.32,5,7,0.71,1.0
10.0,4.0,2.5,972.0,336.0,2.89,4.0,2.0,2.0,1,1,1.0,1.0
13.0,11.0,1.18,1728.0,1120.0,1.54,6.0,5.0,1.2,1,1,1.0,1.0
7.67,12.33,0.62,1189.5,2138.0,0.56,3.5,5.67,0.62,6,3,2.0,1.0
9.0,7.0,1.29,1120.0,720.0,1.56,4.0,1.0,4.0,1,1,1.0,1.0
4.0,7.4,0.54,480.0,1029.0,0.47,2.0,3.8,0.53,1,5,0.2,0.0
14.0,7.75,1.81,3120.0,901.5,3.46,6.0,1.0,6.0,1,4,0.25,0.0
9.88,9.88,1.0,1687.5,1390.0,1.21,1.0,4.38,0.23,8,8,1.0,0.0
1.0,19.0,0.05,180.0,4224.0,0.04,1.0,1.0,1.0,1,1,1.0,0.0
10.0,11.88,0.84,1260.0,2256.0,0.56,4.0,5.5,0.73,1,8,0.12,0.0
4.0,20.0,0.2,480.0,5040.0,0.1,2.0,9.0,0.22,1,1,1.0,0.0
14.0,9.83,1.42,3087.0,2096.67,1.47,6.0,4.67,1.28,1,6,0.17,0.0
1.0,2.0,0.5,180.0,256.0,0.7,1.0,1.0,1.0,1,1,1.0,0.0
9.0,9.75,0.92,1700.2,2511.0,0.68,4.2,4.5,0.93,5,4,1.25,1.0
6.5,9.67,0.67,768.0,1510.67,0.51,3.25,4.67,0.7,4,3,1.33,0.0
18.0,10.0,1.8,3888.0,1008.0,3.86,1.0,1.0,1.0,1,1,1.0,1.0
9.75,11.0,0.89,2108.5,1671.0,1.26,4.5,1.0,4.5,8,2,4.0,1.0
6.0,5.0,1.2,480.0,480.0,1.0,1.0,3.0,0.33,1,1,1.0,0.0
10.0,9.62,1.04,1080.0,1679.75,0.64,4.0,4.62,0.87,1,8,0.12,0.0
19.0,14.0,1.36,5600.0,3024.0,1.85,9.0,6.0,1.5,1,1,1.0,1.0
4.0,6.0,0.67,400.0,586.67,0.68,1.0,3.33,0.3,3,3,1.0,0.0
11.0,18.0,0.61,1440.0,3888.0,0.37,5.0,1.0,5.0,1,1,1.0,0.0
19.0,10.0,1.9,4200.0,1215.0,3.46,9.0,4.0,2.25,1,1,1.0,1.0
4.0,6.0,0.67,336.0,720.0,0.47,2.0,3.0,0.67,1,1,1.0,0.0
6.0,11.5,0.52,560.0,2707.0,0.21,1.0,5.17,0.19,1,6,0.17,0.0
8.0,13.0,0.62,800.0,1680.0,0.48,1.0,6.0,0.17,1,1,1.0,0.0
16.0,5.0,3.2,2640.0,480.0,5.5,1.0,3.0,0.33,1,1,1.0,1.0
5.0,9.0,0.56,450.0,1050.0,0.43,3.0,1.0,3.0,1,1,1.0,0.0
6.5,14.33,0.45,888.75,2191.0,0.41,3.25,6.33,0.51,8,3,2.67,0.0
5.0,15.0,0.33,420.0,3780.0,0.11,3.0,7.0,0.43,1,1,1.0,0.0
12.0,7.0,1.71,1680.0,672.0,2.5,5.0,1.0,5.0,1,1,1.0,1.0
8.0,16.0,0.5,840.0,2800.0,0.3,4.0,7.0,0.57,1,1,1.0,1.0
3.0,10.0,0.3,320.0,1080.0,0.3,2.0,4.0,0.5,1,1,1.0,0.0
13.0,12.0,1.08,1680.0,1944.0,0.86,6.0,5.0,1.2,1,1,1.0,1.0
5.0,12.14,0.41,480.0,2655.86,0.18,3.0,5.57,0.54,1,7,0.14,0.0
18.0,7.0,2.57,3840.0,840.0,4.57,8.0,4.0,2.0,1,1,1.0,1.0
7.0,9.67,0.72,990.0,1204.0,0.82,3.5,4.33,0.81,2,3,0.67,0.0
9.25,15.5,0.6,1840.0,3747.0,0.49,4.25,7.25,0.59,8,4,2.0,1.0
13.4,6.6,2.03,2306.0,1010.4,2.28,6.2,3.4,1.82,5,5,1.0,1.0
14.0,11.5,1.22,2880.0,2242.0,1.28,6.0,5.5,1.09,1,2,0.5,0.0
10.0,8.0,1.25,1260.0,900.0,1.4,4.0,4.0,1.0,1,1,1.0,1.0
6.0,6.0,1.0,441.0,700.0,0.63,3.0,3.0,1.0,1,1,1.0,0.0
18.0,4.0,4.5,4800.0,360.0,13.33,8.0,2.0,4.0,1,1,1.0,1.0
11.0,9.29,1.18,1584.0,1512.0,1.05,1.0,4.57,0.22,3,7,0.43,0.0
11.83,13.0,0.91,2306.0,1902.0,1.21,5.5,1.0,5.5,6,2,3.0,1.0
7.0,4.0,1.75,756.0,375.0,2.02,4.0,2.0,2.0,1,1,1.0,0.0
9.33,7.33,1.27,1424.0,1108.67,1.28,4.0,3.33,1.2,3,3,1.0,1.0
11.5,13.71,0.84,1908.5,2834.0,0.67,1.0,6.57,0.15,8,7,1.14,0.0
5.0,4.0,1.25,420.0,400.0,1.05,1.0,2.0,0.5,1,1,1.0,1.0
14.0,9.5,1.47,2304.0,1350.0,1.71,6.0,1.0,6.0,1,2,0.5,1.0
14.0,14.0,1.0,3200.0,2240.0,1.43,6.0,6.0,1.0,1,1,1.0,0.0
9.0,3.0,3.0,1008.0,270.0,3.73,4.0,2.0,2.0,1,1,1.0,1.0
17.0,10.17,1.67,3080.0,1783.67,1.73,8.0,5.0,1.6,1,6,0.17,0.0
10.71,7.0,1.53,1772.0,588.0,3.01,1.0,4.0,0.25,7,1,7.0,1.0
2.0,6.0,0.33,216.0,600.0,0.36,1.0,1.0,1.0,1,1,1.0,0.0
4.0,19.0,0.21,360.0,4312.0,0.08,2.0,9.0,0.22,1,1,1.0,0.0
20.0,19.0,1.05,4752.0,4050.0,1.17,1.0,1.0,1.0,1,1,1.0,1.0
16.0,8.0,2.0,3744.0,994.29,3.77,7.0,1.0,7.0,1,7,0.14,0.0
1.0,10.0,0.1,192.0,1120.0,0.17,1.0,4.0,0.25,1,1,1.0,0.0
20.0,4.0,5.0,5940.0,400.0,14.85,9.0,2.0,4.5,1,1,1.0,1.0
10.0,7.75,1.29,1008.0,1041.0,0.97,4.0,1.0,4.0,1,8,0.12,0.0
12.0,5.0,2.4,2268.0,360.0,6.3,5.0,3.0,1.67,1,1,1.0,1.0
9.0,9.0,1.0,1225.0,864.0,1.42,4.0,4.0,1.0,1,1,1.0,0.0
1.0,9.0,0.11,192.0,1350.0,0.14,1.0,4.0,0.25,1,1,1.0,0.0
12.0,12.17,0.99,1680.0,1973.33,0.85,5.0,5.5,0.91,1,6,0.17,0.0
12.0,5.0,2.4,2352.0,480.0,4.9,5.0,3.0,1.67,1,1,1.0,1.0
9.38,10.75,0.87,1836.5,1878.0,0.98,4.5,5.12,0.88,8,8,1.0,0.0
12.57,10.75,1.17,2253.43,2114.5,1.07,1.0,4.75,0.21,7,4,1.75,1.0
16.0,6.0,2.67,3024.0,560.0,5.4,7.0,3.0,2.33,1,1,1.0,1.0
7.0,20.0,0.35,900.0,4800.0,0.19,4.0,1.0,4.0,1,1,1.0,0.0
9.57,11.25,0.85,1453.43,1815.75,0.8,1.0,5.0,0.2,7,4,1.75,1.0
6.0,18.0,0.33,560.0,4928.0,0.11,1.0,8.0,0.12,1,1,1.0,0.0
19.0,14.0,1.36,4410.0,2268.0,1.94,1.0,1.0,1.0,1,1,1.0,1.0
12.33,9.25,1.33,2567.0,1630.0,1.57,5.83,4.5,1.3,6,4,1.5,1.0
13.0,19.0,0.68,1890.0,7200.0,0.26,6.0,9.0,0.67,1,1,1.0,0.0
13.67,7.0,1.95,3153.0,928.0,3.4,6.33,3.33,1.9,3,3,1.0,1.0
16.0,14.0,1.14,4860.0,3528.0,1.38,7.0,6.0,1.17,1,1,1.0,1.0
10.0,12.0,0.83,1440.0,1764.0,0.82,4.0,5.0,0.8,1,1,1.0,0.0
7.5,9.88,0.76,1035.5,1886.5,0.55,3.75,4.62,0.81,4,8,0.5,0.0
11.0,19.0,0.58,1176.0,7200.0,0.16,5.0,9.0,0.56,1,1,1.0,0.0
17.0,10.67,1.59,3360.0,1911.67,1.76,1.0,5.17,0.19,1,6,0.17,0.0
19.0,10.0,1.9,3960.0,2570.0,1.54,1.0,4.75,0.21,1,4,0.25,0.0
18.0,8.0,2.25,5040.0,960.0,5.25,8.0,4.0,2.0,1,1,1.0,1.0
9.5,9.0,1.06,1152.0,1200.0,0.96,4.5,4.0,1.12,2,1,2.0,1.0
15.0,5.0,3.0,2592.0,420.0,6.17,7.0,3.0,2.33,1,1,1.0,1.0
8.0,10.86,0.74,900.0,2301.14,0.39,4.0,5.29,0.76,1,7,0.14,0.0
7.0,8.4,0.83,900.0,1324.8,0.68,4.0,3.8,1.05,1,5,0.2,0.0
11.0,7.0,1.57,1688.0,756.0,2.23,1.0,1.0,1.0,2,2,1.0,1.0
5.0,10.0,0.5,432.0,1152.0,0.38,1.0,4.0,0.25,1,1,1.0,0.0
14.17,10.0,1.42,3255.5,1440.0,2.26,6.33,4.0,1.58,6,1,6.0,1.0
18.0,6.0,3.0,4620.0,720.0,6.42,8.0,3.0,2.67,1,1,1.0,1.0
5.0,13.0,0.38,450.0,2016.0,0.22,3.0,6.0,0.5,1,1,1.0,0.0
10.0,3.0,3.33,1600.0,288.0,5.56,4.0,2.0,2.0,1,1,1.0,1.0
16.0,9.25,1.73,3000.0,1659.5,1.81,7.0,4.5,1.56,1,4,0.25,0.0
14.29,9.25,1.54,2793.57,1427.25,1.96,6.29,4.25,1.48,7,4,1.75,1.0
17.5,14.0,1.25,3484.0,2160.0,1.61,8.0,1.0,8.0,2,1,2.0,1.0
11.0,12.0,0.92,1677.0,1933.62,0.87,1.0,1.0,1.0,2,8,0.25,0.0
1.0,3.0,0.33,180.0,270.0,0.67,1.0,2.0,0.5,1,1,1.0,0.0
12.0,10.0,1.2,1715.0,864.0,1.98,1.0,4.0,0.25,1,1,1.0,1.0
13.0,11.25,1.16,2110.0,2059.88,1.02,5.67,5.0,1.13,3,8,0.38,0.0
5.0,9.0,0.56,450.0,1618.33,0.28,3.0,4.33,0.69,1,3,0.33,0.0
11.0,6.0,1.83,1400.0,720.0,1.94,5.0,3.0,1.67,1,1,1.0,1.0
12.0,9.0,1.33,1260.0,1792.0,0.7,5.0,4.0,1.25,1,1,1.0,1.0
14.0,17.71,0.79,3360.0,5078.57,0.66,6.0,8.14,0.74,1,7,0.14,0.0
15.0,12.0,1.25,2250.0,1512.0,1.49,7.0,1.0,7.0,1,1,1.0,1.0
17.0,7.4,2.3,4389.0,1305.2,3.36,7.67,3.6,2.13,3,5,0.6,0.0
20.0,20.0,1.0,5712.0,4290.0,1.33,9.0,9.0,1.0,1,1,1.0,1.0
5.0,5.0,1.0,500.0,480.0,1.04,3.0,3.0,1.0,1,1,1.0,0.0
11.0,10.0,1.1,1512.0,1200.0,1.26,5.0,1.0,5.0,1,1,1.0,1.0
4.0,8.0,0.5,336.0,720.0,0.47,1.0,4.0,0.25,1,1,1.0,0.0
5.0,18.0,0.28,480.0,4032.0,0.12,1.0,1.0,1.0,1,1,1.0,0.0
3.0,17.0,0.18,360.0,4536.0,0.08,2.0,8.0,0.25,1,1,1.0,0.0
19.0,17.0,1.12,4158.0,3360.0,1.24,9.0,1.0,9.0,1,1,1.0,1.0
12.0,11.0,1.09,1536.0,1250.0,1.23,5.0,5.0,1.0,1,1,1.0,1.0
4.0,9.0,0.44,375.0,1200.0,0.31,1.0,4.0,0.25,1,1,1.0,0.0
7.0,12.38,0.57,576.0,1992.62,0.29,1.0,1.0,1.0,1,8,0.12,0.0
14.0,6.5,2.15,1680.0,954.0,1.76,1.0,1.0,1.0,1,2,0.5,1.0
10.8,9.75,1.11,1870.4,1487.5,1.26,5.0,4.5,1.11,5,8,0.62,0.0
11.71,12.17,0.96,2145.14,2465.33,0.87,5.43,5.67,0.96,7,6,1.17,0.0
4.0,11.67,0.34,360.0,2310.0,0.16,2.0,5.67,0.35,1,6,0.17,0.0
3.0,1.0,3.0,360.0,180.0,2.0,2.0,1.0,2.0,1,1,1.0,1.0
17.0,16.0,1.06,3360.0,3024.0,1.11,8.0,7.0,1.14,1,1,1.0,1.0
9.88,10.33,0.96,1495.5,2430.0,0.62,1.0,5.0,0.2,8,3,2.67,1.0
18.0,14.0,1.29,3200.0,1920.0,1.67,8.0,6.0,1.33,1,1,1.0,1.0
20.0,11.0,1.82,4752.0,1764.0,2.69,1.0,5.0,0.2,1,1,1.0,1.0
8.0,19.0,0.42,875.0,4320.0,0.2,4.0,9.0,0.44,1,1,1.0,0.0
12.4,4.0,3.1,2551.0,384.0,6.64,5.8,2.0,2.9,5,1,5.0,1.0
10.0,20.0,0.5,1260.0,4928.0,0.26,4.0,1.0,4.0,1,1,1.0,0.0
7.0,1.0,7.0,576.0,192.0,3.0,1.0,1.0,1.0,1,1,1.0,1.0
10.0,14.33,0.7,1260.0,2352.0,0.54,1.0,1.0,1.0,1,3,0.33,0.0
10.75,2.0,5.38,2173.0,248.0,8.76,5.0,1.0,5.0,4,2,2.0,1.0
7.0,10.2,0.69,700.0,1605.6,0.44,4.0,4.6,0.87,1,5,0.2,0.0
11.0,12.0,0.92,1470.0,1764.0,0.83,5.0,1.0,5.0,1,1,1.0,1.0
14.0,5.0,2.8,2352.0,560.0,4.2,6.0,3.0,2.0,1,1,1.0,1.0
13.0,10.0,1.3,1920.0,1954.0,0.98,1.0,4.67,0.21,1,6,0.17,0.0
19.0,5.8,3.28,3840.0,743.2,5.17,9.0,1.0,9.0,1,5,0.2,0.0
1.0,12.83,0.08,180.0,2277.0,0.08,1.0,5.67,0.18,1,6,0.17,0.0
16.0,8.17,1.96,3240.0,960.67,3.37,7.0,3.67,1.91,1,6,0.17,0.0
17.0,11.43,1.49,4050.0,2213.71,1.83,8.0,1.0,8.0,1,7,0.14,0.0
9.4,12.0,0.78,1658.4,2590.67,0.64,4.8,5.67,0.85,5,3,1.67,1.0
10.0,11.0,0.91,1135.2,2116.0,0.54,1.0,5.29,0.19,5,7,0.71,0.0
13.0,4.0,3.25,1764.0,500.0,3.53,6.0,2.0,3.0,1,1,1.0,1.0
4.0,7.0,0.57,360.0,648.0,0.56,2.0,4.0,0.5,1,1,1.0,0.0
9.0,10.0,0.9,1120.0,1344.0,0.83,4.0,4.0,1.0,1,1,1.0,0.0
9.14,11.5,0.79,1534.0,2100.0,0.73,1.0,5.5,0.18,7,2,3.5,1.0
14.2,19.0,0.75,2128.0,4224.0,0.5,6.4,9.0,0.71,5,1,5.0,1.0
8.0,10.0,0.8,1439.43,1178.67,1.22,3.86,1.0,3.86,7,3,2.33,1.0
9.75,11.2,0.87,1407.88,1844.8,0.76,1.0,5.0,0.2,8,5,1.6,1.0
18.0,15.0,1.2,4860.0,2688.0,1.81,8.0,1.0,8.0,1,1,1.0,1.0
13.0,1.0,13.0,1764.0,180.0,9.8,6.0,1.0,6.0,1,1,1.0,1.0
1.0,9.62,0.1,180.0,1589.75,0.11,1.0,4.62,0.22,1,8,0.12,0.0
10.0,1.0,10.0,1225.0,192.0,6.38,4.0,1.0,4.0,1,1,1.0,1.0
14.0,6.75,2.07,2352.0,1189.0,1.98,1.0,3.25,0.31,1,4,0.25,0.0
14.5,12.5,1.16,2699.0,2610.0,1.03,1.0,6.0,0.17,6,2,3.0,1.0
4.0,5.0,0.8,420.0,432.0,0.97,2.0,3.0,0.67,1,1,1.0,0.0
9.0,9.5,0.95,1808.0,1854.0,0.98,1.0,4.5,0.22,5,8,0.62,0.0
11.0,12.0,0.92,1400.0,1536.0,0.91,5.0,1.0,5.0,1,1,1.0,1.0
8.0,3.0,2.67,1008.0,320.0,3.15,4.0,2.0,2.0,1,1,1.0,1.0
11.5,14.0,0.82,2201.25,2240.0,0.98,5.38,6.0,0.9,8,1,8.0,1.0
5.0,11.71,0.43,720.0,2141.71,0.34,2.33,5.29,0.44,3,7,0.43,0.0
2.0,10.0,0.2,216.0,2091.67,0.1,1.0,5.0,0.2,1,3,0.33,0.0
17.0,3.0,5.67,3234.0,288.0,11.23,8.0,1.0,8.0,1,1,1.0,1.0
6.0,18.0,0.33,540.0,3840.0,0.14,1.0,8.0,0.12,1,1,1.0,0.0
1.0,13.0,0.08,180.0,2545.0,0.07,1.0,5.88,0.17,1,8,0.12,0.0
8.12,10.2,0.8,1287.0,1412.0,0.91,1.0,1.0,1.0,8,5,1.6,1.0
1.0,3.0,0.33,180.0,288.0,0.62,1.0,2.0,0.5,1,1,1.0,0.0
14.0,17.0,0.82,1911.0,4320.0,0.44,6.5,8.0,0.81,2,1,2.0,1.0
19.0,18.0,1.06,4050.0,3888.0,1.04,1.0,8.0,0.12,1,1,1.0,0.0
4.0,12.86,0.31,384.0,1999.43,0.19,2.0,5.86,0.34,1,7,0.14,0.0
15.5,11.75,1.32,3235.0,2156.25,1.5,1.0,5.62,0.18,2,8,0.25,0.0
3.0,1.0,3.0,288.0,180.0,1.6,2.0,1.0,2.0,1,1,1.0,1.0
3.0,15.0,0.2,300.0,2520.0,0.12,2.0,7.0,0.29,1,1,1.0,0.0
10.4,15.5,0.67,1801.2,3175.0,0.57,5.0,7.0,0.71,5,2,2.5,1.0
5.0,9.5,0.53,480.0,1564.5,0.31,3.0,4.75,0.63,1,4,0.25,0.0
19.0,13.0,1.46,4480.0,3456.0,1.3,1.0,6.0,0.17,1,1,1.0,1.0
20.0,9.0,2.22,4704.0,1050.0,4.48,1.0,1.0,1.0,1,1,1.0,1.0
10.0,9.12,1.1,1200.0,1324.25,0.91,1.0,1.0,1.0,1,8,0.12,0.0
9.0,9.0,1.0,1503.33,887.0,1.69,1.0,4.5,0.22,6,2,3.0,1.0
8.75,8.83,0.99,1353.88,1586.33,0.85,4.12,4.33,0.95,8,6,1.33,1.0
20.0,7.33,2.73,6912.0,1056.0,6.55,9.0,3.33,2.7,1,3,0.33,0.0
2.0,10.0,0.2,240.0,1512.0,0.16,1.0,4.0,0.25,1,1,1.0,0.0
1.0,5.0,0.2,180.0,480.0,0.38,1.0,3.0,0.33,1,1,1.0,0.0
20.0,16.0,1.25,4752.0,3087.0,1.54,1.0,1.0,1.0,1,1,1.0,1.0
4.0,13.0,0.31,375.0,2826.67,0.13,2.0,6.0,0.33,1,3,0.33,0.0
18.0,12.0,1.5,3528.0,2100.0,1.68,8.0,5.0,1.6,1,1,1.0,1.0
3.0,15.0,0.2,288.0,3840.0,0.07,2.0,7.0,0.29,1,1,1.0,0.0
18.0,17.67,1.02,3600.0,3226.0,1.12,8.0,1.0,8.0,1,3,0.33,0.0
7.17,8.17,0.88,891.0,1205.67,0.74,3.5,1.0,3.5,6,6,1.0,0.0
8.0,10.0,0.8,1080.0,2000.0,0.54,4.0,4.0,1.0,1,1,1.0,0.0
16.0,3.0,5.33,2560.0,288.0,8.89,1.0,1.0,1.0,1,1,1.0,1.0
12.0,14.0,0.86,1650.0,2025.0,0.81,5.0,6.0,0.83,1,1,1.0,1.0
18.0,18.0,1.0,3696.0,4704.0,0.79,1.0,8.0,0.12,1,1,1.0,0.0
13.57,13.0,1.04,2580.43,2499.0,1.03,1.0,6.0,0.17,7,6,1.17,1.0
16.0,12.67,1.26,3360.0,2460.0,1.37,7.0,5.67,1.23,1,3,0.33,0.0
6.0,19.0,0.32,540.0,5148.0,0.1,1.0,9.0,0.11,1,1,1.0,0.0
7.0,4.0,1.75,640.0,450.0,1.42,4.0,2.0,2.0,1,1,1.0,1.0
19.0,8.0,2.38,3822.0,1020.0,3.75,9.0,1.0,9.0,1,2,0.5,1.0
17.5,5.33,3.28,3568.0,580.0,6.15,1.0,2.67,0.37,2,3,0.67,1.0
20.0,10.33,1.94,4851.0,1931.33,2.51,9.0,1.0,9.0,1,6,0.17,0.0
9.5,15.0,0.63,1344.0,3233.6,0.42,4.5,6.8,0.66,2,5,0.4,0.0
10.75,12.0,0.9,2077.75,2094.0,0.99,5.12,5.5,0.93,8,2,4.0,1.0
9.5,6.5,1.46,1496.0,657.0,2.28,4.5,1.0,4.5,4,2,2.0,1.0
19.0,12.0,1.58,5600.0,1764.0,3.17,9.0,1.0,9.0,1,1,1.0,1.0
5.0,20.0,0.25,450.0,4800.0,0.09,3.0,9.0,0.33,1,1,1.0,0.0
11.0,14.12,0.78,1344.0,2818.25,0.48,1.0,6.38,0.16,1,8,0.12,0.0
17.0,3.0,5.67,3528.0,288.0,12.25,8.0,2.0,4.0,1,1,1.0,1.0
7.0,18.0,0.39,840.0,3773.0,0.22,4.0,8.0,0.5,1,1,1.0,0.0
17.0,5.0,3.4,2970.0,448.0,6.63,8.0,1.0,8.0,1,1,1.0,1.0
8.0,6.0,1.33,720.0,560.0,1.29,1.0,1.0,1.0,1,1,1.0,0.0
6.0,6.0,1.0,600.0,1130.25,0.53,3.0,3.25,0.92,1,4,0.25,0.0
14.5,5.5,2.64,2898.0,612.67,4.73,6.5,2.83,2.3,2,6,0.33,0.0
5.0,10.0,0.5,432.0,1470.0,0.29,1.0,4.0,0.25,1,1,1.0,0.0
7.12,9.14,0.78,1271.25,1525.14,0.83,3.38,4.43,0.76,8,7,1.14,1.0
3.0,1.0,3.0,300.0,180.0,1.67,2.0,1.0,2.0,1,1,1.0,1.0
18.0,10.62,1.69,3465.0,1546.75,2.24,8.0,5.12,1.56,1,8,0.12,0.0
8.8,20.0,0.44,1680.6,4368.0,0.38,4.2,9.0,0.47,5,1,5.0,1.0
20.0,7.0,2.86,6804.0,763.75,8.91,9.0,1.0,9.0,1,4,0.25,1.0
16.0,17.0,0.94,2880.0,4320.0,0.67,7.0,8.0,0.88,1,1,1.0,0.0
4.0,15.14,0.26,400.0,3476.57,0.12,2.0,7.14,0.28,1,7,0.14,0.0
11.75,10.0,1.18,2201.0,1884.0,1.17,5.5,4.67,1.18,4,3,1.33,0.0
8.25,12.5,0.66,964.0,2154.0,0.45,3.88,1.0,3.88,8,6,1.33,0.0
12.33,11.12,1.11,2286.67,1848.25,1.24,5.5,5.12,1.07,6,8,0.75,0.0
17.0,1.0,17.0,4536.0,180.0,25.2,8.0,1.0,8.0,1,1,1.0,1.0
